links,title,time,content,class
https://nltimes.nl/2023/01/04/alleged-drug-lord-plotted-kidnapping-dutch-pm-rutte-witness-claims,"Alleged drug lord plotted kidnapping of Dutch PM Rutte, witness claims",4 January 2023 - 09:27,"The potential threat that prompted an increase of security around Dutch Prime Minister Mark Rutte was connected to the investigation into the assassination of journalist Peter R. de Vries. Shortly after the murder, a confidant of the person accused of orchestrating the attack told police that the same group was targeting Rutte, according to a report published Wednesday by Nu.nl. The same witness also linked both plots to Ridouan Taghi, the alleged drug lord wanted by Dutch police for years until his arrest in Dubai at the end of 2019.The witness, nicknamed Eddy, spoke at length with police about Krystian M. The Polish man was 27 years old when he was arrested this past July in the De Vries case. M. was already in jail at the time, awaiting trial in a separate case where he and others allegedly stole cars to be used in assassinations and other violent crimes. That case also has links to Taghi’s family.Eddy reported to police in 2021 with information about the De Vries murder, which took place two months earlier. According to Nu.nl, his witness statement reads that M. had told Eddy about his client in the murder, whom he referred to as “uncle.” Though the man’s name was never revealed, Eddy said that “uncle” was described as the man behind the murder of Nabil B.’s lawyer, Derk Wiersum, and B.’s brother. B. is the key witness in the case against Taghi and his associates regarding multiple assassinations and attempted homicides. De Vries was also assisting B.’s legal team.In his interviews with police, Eddy said that M. also confided in him that the same “uncle” also “wanted to kidnap the prime minister.” Around that same time, Rutte’s security detail was increased substantially. The prime minister reportedly argued at length over the need to visibly step up his protection.This happened after suspicious people were seen observing Rutte’s movements in detail. Authorities referred to them as “spotters.” Spotters were also seen in the vicinity of Peter R. de Vries before he was gunned down in Amsterdam. The spotters observing Rutte had ties to organized crime, Nu.nl reported.It was not immediately clear if “Eddy” is the same person as “Witness 5089.” RTL Nieuws previously reported that the witness came forward out of concern for his and his family’s safety. He also stated that M. referred to his client as his “uncle,” and that M. was “looking for someone who would shoot a journalist” with the contract killing valued at 100,000 euros.A year later, in September 2022, Rutte’s security detail was increased again. The security around Princess Amalia, the oldest daughter of King Willem-Alexander, was also increased to the point she was forced to abandon her plans to attend the University of Amsterdam in-person. She has mostly remained at her parent’s home since then. A month later, Rutte stated that one of his fourth Cabinet’s goals was to “cut off the head of organized crime.”Taghi has not formally been implicated in the murder of Peter R. de Vries. His attorney, Inez Weski, has denied all rumors and allegations linking him to the case. She also said her client was in no way tied to alleged plots targeting Rutte and Princess Amalia.The trial against the first two men arrested in the De Vries case was ordered to start over shortly before a verdict was to be announced. That was due to the arrest of M. and several other suspects, as well as new testimony. A hearing meant to provide an update in that criminal case around the assassination is set for Friday.",CrimePolitics
https://nltimes.nl/2023/01/04/wind-gusts-80-kmh-expected-northern-netherlands-today,Wind gusts up to 80 km/h expected in northern Netherlands today,4 January 2023 - 08:14,"The strong sustained winds and power gusts triggered a Code Yellow Weather Warning for several parts of the Netherlands on Wednesday morning. The warning was issued by the Dutch meteorological institute, KNMI, for Noord-Holland and Friesland, as well as the Wadden Islands and the area around the IJsselmeer.“Strong gusts of wind up to approximately 80 km/h are possible in the northwest of the country,” the KNMI wrote. The wind out of the southwest can affect traffic as well as outdoor activities. “The heavy wind gusts can last until the end of the morning.”The sustained wind speed can range from from 50 to 62 km/h in Noord-Holland, and about 40 to 50 km/h in Zuid-Holland, Zeeland and Friesland. The wind is expected to be even stronger at the coast, at sea, and along the IJsselmeer shore. Inland, sustained wind should hold below 40 km/h.The wind will remain strong in the afternoon but will start to die down, remaining a bit calmer at least on Thursday. It could pick back up on Friday and Sunday, especially in the northwest, the KNMI said. There is a very high chance of rain each of the next six days.The high temperature was predicted to be about 12 degrees for the rest of the work week, and a little cooler over the weekend, with lows ranging from 6-8 degrees. After the weekend, lower maximum temperatures are expected, but it will still be above average.",TechNature
https://nltimes.nl/2023/01/04/top-executive-pay-2023-will-surpass-minimum-annual-wage-friday,Top executive pay for 2023 will surpass minimum annual wage on Friday,4 January 2023 - 07:50,"Although the minimum wage in the Netherlands has increased by more than 10 percent this year, the fourteen most influential top executives in the Netherlands will have already earned that amount by Friday on average. That is just as quick as in 2022, said labor union FNV.Shell CEO Wael Sawan's earnings already matched the minimum annual wage just 28 hours into the new year, FNV said.The union has dubbed Friday as ""Fat Cat Day."" The union was inspired by activists in the United Kingdom who track the day in which the top paid men and women there exceed the average annual salary of British people.Top executives have also started to earn more, even though Fat Cat Day remained on the same date in 2023 as a year earlier. FNV believes that the gap between the lowest and highest earners in a company should be narrowed.The union has been calling for a minimum 14 euro hourly wage for quite some time. The increase on January 1 put the minimum wage at 11 euros per hour based on a 38-hour work week.FNV ranked the Shell CEO among its most influential executives. The top executives of companies such as Ahold Delhaize, Philips, Randstad, Aegon, KPN and PostNL were also included in the list.Geraldine Matchett & Dimitri de Vreeze(Co-CEOs)€2,596,699(averaged)Reporting by ANP and NL Times",PoliticsBusiness
https://nltimes.nl/2023/01/04/jumbo-ending-motorsport-sponsorship-amid-money-laundering-investigation,Jumbo ending most motorsport sponsorship amid money laundering investigation,4 January 2023 - 07:20,"Supermarket chain Jumbo is putting a stop to most motorsport sponsorship, and is conducting a critical review of how it handled motorsport sponsorship in the past and present. The company does not yet intend on stopping the sponsorship of Formula 1 driver Max Verstappen, a Jumbo spokesperson confirmed after the story was reported by newspaper AD.Jumbo's sponsorship of motorsport was discredited light last year due to the investigation by the Public Prosecution Service (OM) into Jumbo CEO Frits van Eerd. He was arrested in September as a suspect in a money laundering case. The OM previously said that the money laundering was carried out through real estate transactions, the automotive trade, and sponsorship in motocross.Ton van Veen, who is temporarily heading up the company, emphasized earlier in the day that the OM's investigation still is not focusing on Jumbo itself. The company nevertheless commissioned an independent investigation into the sponsorship activities. This investigation has now been completed and, according to Jumbo, no criminal offenses or irregularities within the group have emerged.It is not clear what Jumbo's decision to say goodbye to motorsport means for athletes who have been supported up until now. Jumbo's spokesperson did not want to give any additional explanation when asked. She also could not say why Jumbo is turning its back on those sports..Jumbo is very active in the sports world as a sponsor, including with Verstappen, who is the two-time Formula 1 world champion. Jumbo also sponsors a combined skating and cycling team, Jumbo-Visma, motocross rider Jeffrey Herlings, and various motorsports teams, football clubs and billiards tournaments.The supermarket chain also released an annual report on Tuesday, saying it planned to again invest heavily in the Belgian market. ""We are going to open around ten new stores there,"" Van Veen said. The company opened 27 branches in Belgium over the past few years.The Belgium market comprised of over 200 million euros out of Jumbo's total turnover, which exceeded 10 billion euros last year. Revenue in Belgium doubled last year alone.The negative publicity surrounding Frits van Eerd, who stepped down as a suspect in the major money laundering case, had no influence on income. ""Reputationally, it affected us. On the other hand, we see that our customers have remained overwhelmingly loyal"" said Van Veen.It is unclear what will happen to Van Eerd, who temporarily stepped down during the money laundering case. ""Frits as a person is still a suspect, we have to wait and see what comes out of the investigation."" Whether Van Eerd will ever return to Jumbo is still unknown. ""Still too early to say anything about that,"" he said.",CrimeBusinessSports
https://nltimes.nl/2023/01/03/humpback-whale-possibly-spotted-north-sea-near-hague,Humpback whale possibly spotted in North Sea near The Hague,3 January 2023 - 20:10,"A humpback whale may have been spotted on Tuesday in the North Sea, first off the Scheveningen coast, then later near Kijkduin. SOS Dolfijn announced this based on observations reported to the marine mammal nonprofit organization. No images from Tuesday are available yet, but the nature organization said that the observations that have been passed on to them fit the description of a humpback whale.A humpback whale was spotted last week off the Belgian coast near Ostend. According to SOS Dolfijn, it could very well be that this animal traveled up the coastline, because ""for a humpback whale that is only a very small"" distance.It appears to be an adult specimen. They can reach an average length of about fifteen meters. Humpback whales can manage very well in the North Sea, according to SOS Dolfijn. ""It's probably just looking for food."" For the time being it seems to be a healthy animal and there is therefore ""no cause for concern.""Humpback whales fall under the category of baleen whales and feed by taking a large mouthful of water including the fish and then filtering it. In recent years, the mammals have been seen on average once a year in the North Sea. Last June, a dead humpback whale that was extremely emaciated washed ashore on Vlieland.SOS Dolphin said that people can easily watch the animal from the beach. But ""we always hope people do not start approaching them with boats on purpose.""",TechNature
https://nltimes.nl/2023/01/03/prosecutors-launch-hate-speech-case-white-supremacy-texts-rotterdam-bridge,Prosecutors launch hate speech case over white supremacy texts on Rotterdam bridge,3 January 2023 - 18:56,"The series of discriminatory messages projected onto the Erasmus Bridge during the New Year's celebration in Rotterdam are criminally punishable, said the Public Prosecution Service (OM) on Tuesday. Prosecutors are now working with police to try and determine who was responsible for the stunt.Op de Erasmusbrug zijn racistische leuzen geprojecteerd tijdens de jaarwisseling. https://t.co/saEJPmxFHl pic.twitter.com/4TDQSam65FA Telegram group called ""White Lives Matter"" that claims to be made up of Dutch and German members has taken responsibility for the act. The group said a collaborative effort led to the stunt, which made use of a laser projector. Police previously said they believed the words were projected from a boat.One of the statements, often referred to as ""14 Words,"" was popularized by American neo-Nazi David Lane, and read, ""We must secure the existence of our people and a future for White children."" Another was ""White Lives Matter,"" a reaction to the Black Lives Matter movement first popularized by an American white supremacist organization. Advocates say the statement attempts to pretend like racism does not exist in society.The OM said that the use of discriminatory hate speech was evident, ""based on the context in which the statements were made, and their coherence."" Prosecutors went on to note the importance of freedom of speech as a fundamental right in the Netherlands. ""But there are limits to that freedom of expression. One of those limits is that expressions may never incite discrimination or offend another segment of the population.""The statements were clearly visible by people on the quay near the bridge attending the national New Year's event organized in Rotterdam. They were also inadvertently shown on television by RTL 4, which broadcast the event.Hoe is het mogelijk dat tijdens de jaarwisseling racistische teksten op de Erasmusbrug in Rotterdam konden worden geprojecteerd? #Rotterdam #racisme #burgemeester pic.twitter.com/lXlWvxNydpThe other statements projected on the bridge include, “Vrolijk Blank 2023 - Happy White 2023,” where the Dutch word ""blank"" has been criticized as being discriminatory for suggesting people with an absence of color are superior to others. Another message was “Zwarte Piet deed niets verkeerd,” which translates to “Zwarte Piet did nothing wrong.” That statement refers to Zwarte Piet, a holiday character often portrayed by white actors in blackface makeup.Prosecutors asked people witnesses to contact the police if they saw anything suspicious, such as how the messages were projected on the bridge.stond er nou white lives matter op de erasmusbrug..... #Rotterdam pic.twitter.com/81zPcJWfg5",Crime
https://nltimes.nl/2023/01/03/large-dutch-delegation-headed-las-vegas-tech-fair-ces,Large Dutch delegation headed to Las Vegas tech fair CES,3 January 2023 - 17:40,"This week, the tech world will once again descend on Las Vegas where the CES technology trade fair is held annually. The Netherlands will also be represented by dozens of start-ups presenting themselves in two government-sponsored Dutch pavilions.The Dutch companies are joining as part of a trade mission. The Netherlands Enterprise Agency (RVO) emphasized the importance of the mission because the entire tech world comes together at CES. Techleap.nl Special Envoy Prince Constantijn also said that the show is a way to see how people react to the ideas brought forward by start-ups. In addition, international contacts can easily be established there.The Dutch companies that go to the show are very diverse. AgXeed, based in Oirlo in the northern region of Limburg, makes autonomous agricultural vehicles. Amsterdam-based CarbonX developed a more sustainable carbon material for tires. Søvn from Utrecht has made a wearable in-ear device that detects and helps reduce teeth grinding and clenching.There are also software companies that use artificial intelligence, for example, to prevent food waste, such as WasteWatchers and Orbisk from Utrecht and the Enschede company OneThird. Software developed by Whispp, from Leiden, helps to convert speech whispered by people with damage to their vocal cords into their natural voice.Furthermore, Lightyear is an eye-catcher. The Helmond-based electric car manufacturer uses solar panels as part of its vehicles. It says it will release news about its first mass model, the Lightyear 2. Lightyear will also be showing the 0, its first, more expensive car that is currently already in production.Automakers in general are increasingly showing up at CES, where the fair previously focused mainly on traditional tech companies such as Microsoft, Samsung and Sony and computer manufacturers such as Acer and Dell. They will still be present, but Volkswagen also posted a message on Instagram to announce its arrival at the fair. That company said it will show a new electric car. Hyundai and Kia will also be present in Las Vegas.Officially, CES lasts from Thursday to Sunday. Many large companies are already presenting new products that they plan to exhibit at the tech fair.",Business
https://nltimes.nl/2023/01/03/covid-hospitalizations-jumped-60-last-week-2022-hospital-total-8-week-high,Covid hospitalizations jumped 60% in last week of 2022; Hospital total at 8-week high,3 January 2023 - 17:12,"A total of 623 people infected with the SARS-CoV-2 coronavirus entered hospital care in the Netherlands during the final calendar week of 2022, according to the RIVM. The number of new hospitalizations rose by nearly 60 percent compared to the previous week, the Dutch public health institute said on Tuesday in its regular weekly update on the situation. Figures from the RIVM showed that 63 of patients admitted last week were sent to an intensive care unit, up from 42 the previous week.Out of the 623 admissions, 527 were first taken to the hospital due to the severity of Covid-19 symptoms. The other 96 people were initially admitted for other reasons.Hospitals were treating 819 patients with Covid-19 on Tuesday afternoon, the most at one time since November 8. The patient total has been steadily rising since dipping to a low point of 460 on December 14, according to data from patient coordination service LCPS.During the seven-day period ending on Tuesday, the LCPS said hospitals were admitting an average of 145 new coronavirus patients daily. That reflects a smaller 8 percent increase, though the LCPS reported a more significant increase the week prior. The organization's data is typically different from the RIVM, as their criteria, time period analyzed, and data collection methods are not the same.Despite the overall increase in hospitalizations, the percentage of people reporting symptoms of Covid-19 fell a bit. Some 6.7 percent of people surveyed by the RIVM during the last calendar week of 2022 said they had symptoms of the coronavirus disease, down from 7.3 percent the previous week. More recently, 1.8 percent of surveyed respondents tested positive for the viral infection, up slightly from 1.7 percent. That includes people who self-reported the results of a self-test kit.Officially, 6,245 people tested positive for the coronavirus infection since last Tuesday morning. That was 500 fewer than the previous week, the RIVM said. Those figures only include people who tested positive at a GGD facility or other authorized locations. Just 5,404 coronavirus tests were completed at the GGD during the last calendar week, down from 7,891 the week before.Sewage surveillance did show an increase in coronavirus particles of over 31 percent during the week ending on Christmas Day. That is the continuation of a trend which started over a month ago.The basic reproduction (R) number fell significantly in mid-December, from 1.04 to 0.86. That means that 100 people contagious with the coronavirus on December 20 likely infected 86 others, who then went spread the virus to 74 more people. They then gave the coronavirus to 64 people. When the figure is below 1.00, it indicates a likelihood that fewer people will be infected with the virus on a week-to-week basis.",Health
https://nltimes.nl/2023/01/03/telegram-group-claims-responsibility-neo-nazi-racist-erasmus-bridge-stunt,"Telegram group claims responsibility for Neo-Nazi, racist Erasmus Bridge stunt",3 January 2023 - 16:03,"Members of the Telegram group White Lives Matter (WLM) from the Netherlands and Germany have claimed responsibility for the racist and white supremacist statements projected on the Erasmus Bridge in Rotterdam during New Year's Eve. It is unknown who is behind the Telegram group. The Public Prosecution Service is still investigating whether criminal offenses have been committed.Op de Erasmusbrug zijn racistische leuzen geprojecteerd tijdens de jaarwisseling. https://t.co/saEJPmxFHl pic.twitter.com/4TDQSam65FIn the app group they wrote that their ""activists"" from the Netherlands and Germany teamed up to make a public ""pro-Blank"" statement. The word ""blank"" is often criticized as an antiquated term used to describe white people. More closely translated as an absence of color, it can be considered a white supremacist term.""This required a lot of planning, testing and math to make it work. We also had to contend with a large sum of money for the laser,"" the group wrote. They also confirmed it was a coordinated action. ""This was pre-planned and required a lot of preparation. We knew we only had one chance and it had to be perfect."" WLM describes itself in the message not ""as a group or organization,"" but as a ""decentralized initiative.""The messages included ""White Lives Matter"" and ""Vrolijk Blank 2023 - Happy White 2023"" were projected on the bridge. They also projected the English sentence, ""We must secure the existence of our people and a future for white children."" This phrase was popularized by American Neo-Nazi David Lane, who created a domestic terrorist organization. The statement has become known by the abbreviation ""14 words."" The statement, ""White Lives Matter"" was also first popularized by a different American white supremacist group, and is used to try and sweep the existence of racism under the rug, advocates of inclusivity have said.Hoe is het mogelijk dat tijdens de jaarwisseling racistische teksten op de Erasmusbrug in Rotterdam konden worden geprojecteerd? #Rotterdam #racisme #burgemeester pic.twitter.com/lXlWvxNydpThe group said it was planning more campaigns in the near future. ""Our New Year's resolutions are that we hope to see similar cooperation among other groups in our [White] countries,"" though they again used a derivative of the word ""Blank"" instead of white.The Telegram group also released a questionnaire in which suggestions were made for locations for their next statement. Followers can choose from a football stadium, a live concert, at a demonstration, at the Dam Square National Monument, in busy places such as a train station or during another live broadcast. Some of the messages projected on the Erasmus Bridge were shown on RTL 4 during its broadcast of national New Year's celebrations.stond er nou white lives matter op de erasmusbrug..... #Rotterdam pic.twitter.com/81zPcJWfg5",CrimePolitics
https://nltimes.nl/2023/01/03/dutch-sailor-dies-trying-shoot-flare-new-years-pacific-ocean,Dutch sailor dies trying to shoot flare during New Year’s on the Pacific Ocean,3 January 2023 - 11:10,"A crew member aboard a Dutch sailing vessel was killed on New Year’s day while trying to shoot a distress signal flare over the Pacific Ocean. The flare exploded in the man’s hand, and he died from his injuries, police in the Netherlands confirmed.The 23-year-old victim from Delft “fired a flare just after Midnight as an alternative to fireworks,” police said. It has not been determined why the flare exploded, or what the cause of the accident was.The incident happened while the ship was making its way from Curaçao to Tahiti. There were three other passengers on the ship at the time.They contacted an emergency doctor using a satellite phone to provide remote assistance. Despite giving the victim CPR, he died from injuries sustained in the explosion.Dutch police confirmed the incident on Monday evening. At the time, the police said the ship was being sailed to the nearest port, without stating the exact location. The case will be investigated by a special division of the police, and the Dutch Safety Board may also launch an investigation into the matter.",1-1-2Weird
