links,title,time,content,class
https://nltimes.nl/2022/12/29/netherlands-can-deport-russians-seeking-asylum-forced-military-mobilization,Netherlands can deport Russians seeking asylum over forced military mobilization,29 December 2022 - 09:50,"Russian citizens who have fled to the Netherlands for fear of being mobilized in their home country no longer have a self-evident right to stay in the Netherlands, State Secretary Eric van der Burg announced on Wednesday. The Cabinet member in charge of asylum policy said the Dutch immigration service (IND) can process asylum applications from Russian people and reject them.These Russians no longer have to fear being called up for military operations, the Ministry of Justice and Security stated. This is because the ""Russian Defense Minister has announced that the mobilization has been completed, and instructed the military units to halt mobilization work as of October 31,"" the ministry wrote.Additionally, decisions on asylum applications submitted by Russians conscripts who refuse to serve have been halted for the upcoming half-year. The same was true for Russian conscripts who deserted the military.They may remain in the Netherlands for the time being. This moratorium on asylum decisions and deportation for Russian conscripts was extended by six months by the state secretary on Wednesday.The ministry said it still needed more reliable information about ""to what extent conscripts in Russia were (forcefully) deployed in the war in Ukraine,"" the ministry wrote. Therefore, ""it is not yet possible to carefully decide on the asylum applications of Russian conscripts from 18 to 27 years old.""The moratorium does not apply to professional Russian soldiers who then chose to desert the military. ""The available information about their situation is sufficient for the IND to be able to decide on applications for international protection from this target group,"" the Ministry of Justice and Security said.",Politics
https://nltimes.nl/2022/12/29/dutch-people-think-polarization-increasing-research-shows-otherwise,"Most Dutch people think that polarization is increasing, but research shows otherwise",29 December 2022 - 09:01,"About three-quarters of Dutch people think that polarization in the Netherlands is on the rise. They also believe that differences of opinion on social issues are increasing, according to the latest survey on citizen perspectives from the Netherlands Institute for Social Research (SCP), the government agency that studies social aspects of political policy.Although the Dutch have been concerned about polarization for years, researchers do not see a clear increase in hardened differences of opinion, according to the SCP.In fact, there is more agreement on many subjects than people think and, according to new research, differences in views are not growing. This study also states that two-thirds of the Dutch believe that others can be trusted. At the same time, people think that opinions are expressed in a more extreme and often harsher way, especially in media and social media, and during political debate.People generally, but not always, experience less polarization in their personal lives. Coronavirus is an exception, because it is a subject that affects everyone, according to the SCP. ""Discussions about vaccination have strained relations in many families and friend circles,"" the study said.In general, the Dutch people surveyed think that small groups with loud, harsh voices in particular demand and receive a lot of attention in the public debate. The respondents are particularly annoyed by people with contrarian opinions, such as those who support conspiracy theories, opponents of the coronavirus measures, anti-vaccination proponents, radical right-wing politicians, or groups that express themselves in an anti-democratic or racist manner.Others are annoyed by groups that speak out about climate change, LGBTQ rights, or racism.Two surveys were conducted for this study. One between March and June among 1,900 respondents, and one in June among more than 1,300 respondents.",Politics
https://nltimes.nl/2022/12/29/police-often-finds-dangerous-illegal-fireworks-stored-bedrooms,Police often finds dangerous illegal fireworks stored in bedrooms,29 December 2022 - 08:30,"The police in Limburg and Brabant regularly encounter illegal fireworks in homes during checks, which are often stored in the bedroom, according to a spokesperson for the police in Oost-Brabant. In Maastricht, officers recently found 10 kilos of cobra firecrackers in an apartment. The police was very concerned about this. ""A single cobra firecracker can already cause enormous damage, you shouldn't think about what a large amount could do. People often don't think about it, but it can really lead to life-threatening situations,"" said a police spokesperson in Oost-Brabant.Also in Limburg, the police regularly carry out inspections together with the Marechaussee and the Belgian police. This happens along the Belgian border, including between Roosteren and Maaseik. Most of the fireworks seized are illegal fireworks that fall into the category of ""explosives,"" according to a Limburg police spokesperson.""A number of investigations are ongoing, and at the same time we try to closely follow reports of illegal fireworks that we receive,"" the Maastricht police spokesperson explained. ""We are doing our best to deploy personnel for controls and reports of nuisances where possible. We respond to reports of illegal fireworks and carry out controls at several locations in Limburg.""The police in Oost-Brabant however, does not carry out additional border controls. According to a spokesperson in Den Bosch, fireworks are given special attention during regular surveillance. Just like in Limburg, the police responds to signals and tips about illegal fireworks.",Crime
https://nltimes.nl/2022/12/29/hundreds-cant-return-amsterdam-student-housing-damaged-christmas-fire,Hundreds can't return to Amsterdam student housing damaged in Christmas fire,29 December 2022 - 08:00,"The 219 residents of a student housing complex on Slotermeerlaan in Amsterdam Nieuw-West will not be able to return home for up to two months. The electricity installation was severely damaged by a fire in the utility cupboard the day before Christmas.Housing corporation Woonzorg, the owner of the apartments, confirmed that it would likely be a minimum of six weeks before students can return. The story was initially reported by Parool on Wednesday.""The damage to the electricity installation is extensive and very complex. Partly due to the holidays, companies that we have to deploy are not as well staffed. Unfortunately, this makes it impossible to quickly draw up a plan of action for the recovery of the A.H. Gerhardhuis, and also to to carry it out,"" said Woonzorg.Most of the residents have now arranged accommodation themselves, the housing corporation said. For the residents who did not succeed, Woonzorg has arranged a hotel until January 6th.Residents have been informed that they will then have to provide accommodation themselves for a longer period of time, according to a spokesperson.",1-1-2
https://nltimes.nl/2022/12/29/netherlands-yet-tightening-travel-rules-china,Netherlands is not yet tightening travel rules to and from China,29 December 2022 - 07:30,"The Ministries of Health and Foreign Affairs do not yet see any reason to take measures in the Netherlands against the sharp increase in the number of coronavirus infections in China. So far, the Netherlands will not impose entry restrictions on people with Chinese passports, or people arriving from China, by requiring them to take a coronavirus test on arrival. Italy has already decided to implement such a policy.""We are keeping a close eye on it. If we receive a signal from the RIVM that measures are needed, then we are ready,"" said a Ministry of Health spokesperson. The RIVM, the country's public health institute, is keeping close contact with the European Center for Disease Prevention and Control.The European Union agency collects all information on infectious diseases from the EU member states. There are currently no indications to enact new restrictive border controls, the ministry spokesperson said.The Ministry of Foreign Affairs has also not issued any modified travel advice for residents of the Netherlands traveling to or from China. That will definitely happen as soon as there is reason to do so, said a spokesperson for the Ministry of Foreign Affairs.That could happen if a dangerous new coronavirus variant is identified. ""But that must be determined at the European level,"" said the spokesperson.",HealthPolitics
https://nltimes.nl/2022/12/28/number-coronavirus-patients-hospitals-rises-800,Number of coronavirus patients in hospitals rises to more than 800,28 December 2022 - 18:30,"After a period of relative calm, the number of Covid-19 patients in hospitals is increasing again. Hospitals are currently treating 813 people who have tested positive for the coronavirus. This is the highest number since October 26, just over two months ago.According to the patient coordination service LCPS, exactly one week ago, 632 people were hospitalized with the coronavirus. This means that in one week, 181 more people were admitted than discharged from the hospital. Furthermore, the total occupancy increased by 111 people just in the single-day period ending on Tuesday afternoon. However, the LCPS figures do not distinguish between people admitted because of Covid-19 symptoms, and those admitted for other health issues who were later found to be infected.Furthermore, hospitals admitted 146 new patients with Covid-19 in recent days. In the last seven days for which data were available, an average of nearly 133 people per day were hospitalized for the coronavirus. This is the highest average influx since late October. But the figures are not updated on Saturdays, Sundays and holidays.In general, the increase in admissions follows the increase in infections. Not only are the official testing sites of the GGD services detecting more Covid-19 cases, but wastewater analysis shows many more coronavirus particles than it did a few weeks ago. On a special platform of the National Institute of Public Health and Environment (RIVM), more and more people are reporting a positive coronavirus self-test. The RIVM does not yet have an explanation for the increase and does not yet know if this is the beginning of a new coronavirus wave.",Health
https://nltimes.nl/2022/12/28/boy-stores-130-kilograms-fireworks-garage-next-house-3-injured-illegal-fireworks,Boy stores 130 kilograms of fireworks in garage next to house; 3 injured by illegal fireworks,28 December 2022 - 17:40,"The Police arrested a boy from Roosendaal in Brabant, who stored 130 kilos of partially professional fireworks in a garage next to a house on Zundertseweg. The police found the warehouse on Tuesday after a report of a possible fireworks stash.That same afternoon, police also arrested a 13-year-old boy in Zevenbergen. Law enforcement officers saw that the boy was setting off fireworks in the street, although this is only allowed on New Year's Eve. The police then visited his parent’s house and found 20 kilos of professional fireworks there. The boy was later referred to the organization HALT focused on short-term interventions to prevent and punish juvenile crime. His parents received official charges for storing fireworks.In Zevenbergschen Hoek, the Explosive Ordnance Disposal Service EOD had to come to the rescue to dismantle assembled fireworks. A 23-year-old man made about 25 kilos of fireworks himself in his apartment, which were highly explosive. A specialized company disposed of the fireworks later.Furthermore, three people, including a child, were slightly injured by an explosion in a house on Van der Schellingstraat in Rotterdam Noord on Tuesday evening. According to police, heavy illegal fireworks were set off.Around 11:30 p.m., the police received a report of the explosion. At that time, the residents, a 61-year-old man, a 49-year-old woman and five children, were in the house. The woman and the two children suffered minor injuries and were treated at the scene. According to the police, the explosion caused ""tremendous devastation"", but would not say how badly the property was damaged. However, the house is still habitable despite the damage.",Crime1-1-2
https://nltimes.nl/2022/12/28/postnl-pay-eu2-million-fine-due-late-mail-delivery-2019,PostNL has to pay €2 million fine due to late mail delivery in 2019,28 December 2022 - 16:50,"Dutch postal company PostNL has to pay a fine of two million euros, the court in Rotterdam ruled. The company failed to deliver enough mail on time in 2019, but claimed this was due to force majeure because it had taken over industry colleague Sandd that same year.However, the court found that the takeover was a ""commercial choice"" by PostNL. The company ultimately ""put itself in the situation"" where it was unable to deliver the mail on time.The fine was imposed on PostNL earlier this year by the Authority for Consumers and Markets (ACM). The regulating authority found that PostNL was not adequately prepared for potential problems at Sandd and that mail delivery had been under pressure for some time.Finally, in the year of the acquisition, PostNL delivered 94,34 percent of its letterbox mail the next day. However, according to the regulations, it should be 95 percent.The court ruling can still be appealed to the Trade and Industry Appeals Tribunal (CBb). The postal company said it will review the ruling before deciding whether to appeal.",Business
https://nltimes.nl/2022/12/28/arriva-train-derails-collision-street-sweeper-car-killing-one-three-hurt,"Arriva train derails after collision with street sweeper car, killing one; Three hurt",28 December 2022 - 16:27,"At least one person was injured after a train collided with a vehicle at the intersection between the railroad and Spoorstraat in Tienray. The driver of the street sweeper vehicle that was struck by the train died at the scene, the Limburg Security Office announced nearly two hours after the accident happened on Wednesday afternoon. Police told local broadcaster L1 that rescue workers had tried to revive the victim to no avail.When the incident happened at about 2:41 p.m., there were 34 people on the Arriva train. Three people on the train, including the train's engineer and two passengers, were slightly injured. They were treated by paramedics at the scene.The incident caused the partial derailment of the Arriva train, where one carriage jumped the tracks, but remained upright. The train was still being evacuated at 4:30 p.m. Those removed from the train were going to be transported to the Horst aan de Maas town hall.Railroad infrastructure firm ProRail was expected to repair the train car and place it back on the rails later in the afternoon or early evening. ProRail said that the incident was disrupting service between Nijmegen and Venray. Both Arriva and NS said that the accident forced the cancellation of service between Venlo and Venray, but a replacement bus service was running between the two cities with a stop in Blerick.According to the NS, train service between Venlo and Venray was not likely to be restored until at least 6 p.m. ""Train traffic is currently completely at a standstill and will remain so for the next few hours,"" the Limburg Security Office stated.The intersection where the accident happened is a level crossing where automatic gates and signal lighting was present. Emergency services records show that dozens of firefighters were sent to the scene, along with ambulances, and a trauma team traveling by helicopter. The response was upgraded about 15 minutes later to a Grip 1 regional emergency, where all responding personnel unified under a single commander.",1-1-2
https://nltimes.nl/2022/12/28/netherlands-generated-15-percent-sustainable-energy-year,The Netherlands generated 15 percent more sustainable energy this year,28 December 2022 - 15:10,"The Netherlands generated nearly one-sixth more renewable energy this year than in 2021, saving about 1,6 billion cubic meters of gas, according to Energieopwek, which tracks green energy production. There was more solar energy in particular, but the share of wind energy also increased. The additional generation is equivalent to the total consumption of the provinces of Groningen, Friesland, Drenthe and Overijssel combined.Furthermore, the number of solar panels this year was a quarter higher than last year. There are now 2 million homes equipped with solar panels, compared to 1,5 million last year. One-third of owner-occupied homes and one-sixth of public housing now have solar panels on their roofs. In addition, there were more hours of sunshine, resulting in solar panels generating 40 percent more electricity.Moreover, wind energy grew by 17 percent. There were more wind turbines, but also slightly more wind than in 2021. 41 percent of the energy consumed in the Netherlands is now generated sustainably, compared to last year, when it was only one-third of all electricity.In general, generating energy is not just about electricity, but about all energy consumption, including heat and transport. Electricity currently accounts for 20 percent of energy consumption in the Netherlands, but this share will increase as industry, transport, cooking and heating become increasingly electric.",TechNatureScienceInnovation
