links,title,time,content,class
https://nltimes.nl/2022/12/23/landmark-reform-eu15-trillion-pension-system-passes-tweede-kamer-heads-senate,"Landmark reform of €1.5 trillion pension system passes Tweede Kamer, heads to Senate",23 December 2022 - 08:34,"The Tweede Kamer voted on Thursday in support of a new set of pension reforms considered one of the most significant pieces of social legislation in the past few decades. Already earlier this week, the vote was expected to pass the lower House of Parliament, after a number of amendments were approved by a majority at the request of parties which were on the fence.As a result, the law passed by a large 93-48 majority thanks to the backing of the coalition parties, which were joined by SGP, Volt, PvdA, and GroenLinks. Both of the latter parties were needed for passage through the Eerste Kamer, the Dutch Senate.There was wide agreement that the current pension system was out of date. The bill is meant to make the system more flexible and in line with the current labor market trends by shifting the massive 1.4 to 1.5 trillion euros in pension assets from one collective pot to more individual pension funds. One goal is that young workers, including those on temporary and flexible contracts, can build up their pensions from a younger age and more rapidly. Additionally, pensions should be able to be indexed in line with inflation more readily if the investments perform well.Concerns include a higher level of risk that the pension funds may now face. Additionally, politicians want guarantees that the transition to the new system will not damage the standing of middle-aged workers.To win over PvdA and GroenLinks, the coalition compromised on three important amendments. Working people should be able to start building up a pension from the age of 18, instead of 21. A waiting period will be eliminated so temporary and flexible workers can immediately accrue their pension. Additionally, if the bill becomes a law, the Cabinet must quickly address the situation if it turns out that segments of the working population are not growing their pensions fast enough.Pension minister Carola Schouten said she was pleased with the results. She called it the “most extensive” handling of a bill in her career. “And that's good, because the law has improved through all those debates.""To become a law, the measure may have to be quickly taken up in the Senate after the Christmas and New Year’s recess. The provincial elections in May will determine the composition of the Senate. Support for Prime Minister Mark Rutte’s VVD, the largest party, has fallen steadily since last July, as has support for the second largest party, D66, which is also in the coalition. Support for the CDA has also dropped off. Meanwhile, support for the PVV, BBB, and Ja21 has been rising, and both PvdA and GroenLinks seem to be trending more positively in polling over the last year.",Politics
https://nltimes.nl/2022/12/23/finance-minister-repeatedly-facing-violent-threats-twitter-facebook,Finance Minister repeatedly facing violent threats on Twitter and Facebook,23 December 2022 - 07:55,"Dutch Finance Minister Sigrid Kaag has filed dozens of police reports over threats she has received on various platforms, including on social media site Twitter. Kaag, who is also a deputy prime minister, spoke about the problem on Thursday evening on the talk show Op1.She mentioned one specific example where someone wrote, “Kuthoer, you will get a bullet in your head.” The slur, “kuthoer,” translates directly to English as “cunt whore.”Kaag said, “So, I don’t read it anymore,” referring to messages on social media.Kaag is receiving protection, ""and not just a little,"" she said on set during the talk show. The politician, who was looking back on the past year during the conversation, did say that the threats are no reason for her to stop.In addition to threats, she said she is also frequently called names such as “witch,” “terrorist” and “thief” on social media. “I am not going to attempt to explain the systematic character assassination is committed against me; they should explain that,” she said referring to those who write the messages. “I am a woman with experience, I am a leader of a political party, and I stand by our views.”At the beginning of this year, demonstrator Max van den B. stood outside her home address with a lit tiki torch shouting conspiracy slogans. Prior to that, a 43-year-old man who made death threats against her had to appear in court at a hearing she attended.Kaag explained on Thursday evening the impact it has had on her children, who for a time feared coming home in case something terrible would happen.“But every child is different. One remains much more wary, and the other completely panics when I say I'm going to walk the dogs.”Reporting by ANP and NL Times",CrimePolitics
https://nltimes.nl/2022/12/23/schiphol-will-increase-wages-its-staff-8-percent-next-year,Schiphol will increase wages for its own staff by 8 percent next year,23 December 2022 - 07:00,"The airport group Schiphol Nederland will increase the wages of its own employees by 8 percent next year. The airport operator has reached a partial agreement about this with the labor unions FNV, CNV and VPS during negotiations for new collective bargaining agreements.The deals do not concern baggage handlers or security guards. The collective agreement does cover the approximately 2,300 employees who work for Schiphol Nederland and runs from April 2023 to October 2024. These are employees who work in the various departments of the Schiphol organisation, such as press officers and administrative employees.The staff will receive an 8 percent salary increase from April 1, and wages will be increased by more than 3 percent from January 1, 2024. In addition, employees will also receive a one-off payment of 2,000 euros gross, in proportion to the hours they work. The year-end bonus will also be increased, as will the minimum wage. FNV director Marcelle Buitendam said it finally represents a ""real thirteenth month"" bonus.The deal is only partially completed. At the beginning of next year, Schiphol will continue discussions with the trade unions to reach a full collective agreement. This concerns other matters, such as travel costs, sustainability issues, and different types of services. ""It was important for us to quickly provide employees with clarity about a pay increase at this time. We are pleased that we succeeded,"" said Buitendam.",Business
https://nltimes.nl/2022/12/22/shortage-dutch-labor-market-seems-reached-its-peak,Shortage on the Dutch labor market seems to have reached its peak,22 December 2022 - 20:15,"The tightness on the Dutch labor market seems to have reached its peak, reported the benefits agency UWV on the basis of its labor shortage model. According to the UWV, the tension on the labor market eased slightly in the third quarter.For example, the number of people on unemployment benefits continued to fall. Also, for the first time in a long while, the number of unfilled vacancies also decreased.According to the UWV, this is the first time since the end of 2020 that the shortage has decreased. Tension on the labor market has increased for six consecutive quarters since the end of 2020. From the second quarter of 2021, the record was even broken five times in a row. This continuous increase came to an end in the third quarter of this year.""Compared to the second quarter of 2022, the number of unfilled vacancies decreased by 5.8 percent, to 451,900 in total. Meanwhile, the number of people with unemployment benefit that elapsed no more than six months earlier continued to fall by 4.2 percent. For example, there were again fewer job seekers in the third quarter, but also fewer vacancies for the first time since the end of 2020,"" said UWV labor market advisor Frank Verduijn in a statement.According to the UWV, workers and job seekers often still have a wide choice when it comes to finding a job or switching to a new job. This is due to the very labor market which is still very tight at the moment.",Business
https://nltimes.nl/2022/12/22/cabinet-tells-universities-stop-recruiting-international-students,Cabinet tells universities to stop recruiting international students,22 December 2022 - 19:30,"Science Minister Robbert Dijkgraaf is asking universities of applied sciences and research universities to stop recruiting international students. The minister sees that internationalization has many positive aspects, but also many disadvantages, such as a high workload for teachers and problems with housing. Dijkgraaf also fears that the affordability and quality of education will eventually come under pressure.The minister said exceptions should be made for ""very limited and targeted recruitment for specific training"" for professions where there is a shortage and in regions where populations are declining. In all other cases, the minister requested an ""urgent"" move to ""a full stop of the active recruitment of international students.""In February, the minister will present a package of proposals to limit the influx of international students. This may concern administrative agreements and laws, but also the requirements set for the language of study programmes.One of the reasons international students find higher education in the Netherlands an attractive option is because of the wide range of degree programs taught in English. Until the package of measures is available, the minister hopes that the educational institutions will voluntarily cooperate.At the end of last month, the SP and the CDA both requested a freeze on recruiting international students. They were supported by a parliamentary majority.",Politics
https://nltimes.nl/2022/12/22/dutch-police-arrest-syrian-brothers-accused-plotting-terrorist-act,Dutch police arrest Syrian brothers accused of plotting a terrorist act,22 December 2022 - 19:13,"Two Syrian brothers were arrested in a small Limburg town on accusations they were preparing to commit a terrorist act. The men were taken into custody by the DSI tactical unit that specializes in the intervention of terrorist threats, or arresting people who may have ready access to firearms.The two men, aged 20 and 22, were arrested in Stein on Wednesday evening, and the arrest was confirmed a day later. The town of 25,000 people is wedged between Geleen and the Belgian border.""During the arrest and subsequent search of the suspects' home, no weapons or explosives were found,"" the Public Prosecution Service said. The investigation into them began when the intelligence service, AIVD, obtained information about them and passed it on to prosecutors and the national police unit.During the arrest on Crostolostraat at about 10 p.m., residents heard four distinct, loud blasts, according to the Telegraaf. Witnesses thought shots were fired, and police said the sounds may have come from authorities breaking into the home, or devices used to disorient the suspects. Area residents were ordered to remain indoors by the heavily armed police officers.“We are just as surprised and shocked as the neighborhood. We have never received any alarming signals about this family,"" said Karel Smitsmans, the director of Zaam Wonen, the housing corporation that rents out the home raided on Wednesday. “If what we hear is true, then we have a problem. Then actions are taken in violation of the rental agreement and that has consequences.""Both men were being kept in restricted custody, and were only allowed to have contact with their legal representation. They were still being questioned on Thursday afternoon, prosecutors said.",Crime
https://nltimes.nl/2022/12/22/three-times-e-bike-batteries-stolen-last-year,Three times more e-bike batteries stolen than last year,22 December 2022 - 19:01,"Three times more batteries were stolen from electric bicycles this year than during 2021, according to an analysis of police data carried out by ANP. Until December this year, almost 4,500 batteries were stolen, while last year there just under 1,500 were taken.""Stealing an e-bike is such a good revenue model for a criminal that they even steal bicycles to fill orders,"" said Guus Wesselink of SAFE, a non-profit association that focuses on tackling bicycle and e-bike theft. As police face difficulties with staff shortages and a high workload, there is more difficulty enforcing e-bike theft, he said.""Moreover, both e-bikes and batteries are not yet registered with a frame number. It is open season for criminals.""The police also recognize the increase in e-bike battery theft as a problem and want to make people more alert to this common form of theft. ""A battery is easily worth more than 500 euros. A stolen bicycle including battery can quickly yield more than 1,000 euros,"" police said.""It is also possible that more criminals have become active in this form of crime. Decoy bikes are regularly used to lure potential thieves out in the open,"" the police said. The damage incurred this year is approaching 5 million euros, the police estimated.",Crime
https://nltimes.nl/2022/12/22/burn-centers-treated-26-children-serious-fireworks-injuries-since-november,Burn centers have treated 26 children with serious fireworks injuries since November,22 December 2022 - 18:30,"The three burn centers in the Netherlands have already treated 29 people with serious injuries caused by fireworks-related incidents. Out of that total, 26 were children, RTL Nieuws reported.Both the burn centers in the Red Cross Hospital in Beverwijk and at Maastad Hospital in Rotterdam treated nine children, while the Martini Hospital in Groningen treated eight others. The latter expressed concern about what seems to be an increase in their region. ""Previously we only saw these types of burns in December, last year they came in November and this year we saw them in October,"" a spokesperson for Martini Hospital said.However, he said there were no indications that the incidents were caused by heavier explosives, but rather the more common fireworks many children are allowed to use, like firecrackers and spinning tops. ""For example, we are seeing children who have suffered a burn on the bottom of their foot,"" the spokesperson told RTL Nieuws. ""This was caused by kicking wiith a shoe at a top burning on the ground. That gives a loud bang and is therefore a popular challenge on social media.""RTL Nieuws also noted that there was a warning issued last year calling for people, especially children, to stop stepping on ignited fireworks just because they seem to be innocent and harmless. A victim can suffer third-degree burns if the firecracker explodes and burns through a shoe.The Rotterdam and Beverwijk hospitals said that the number of patients that they have seen so far this year is similar to previous years. ""But, of course, every patient is one too many,"" a spokesperson for the burn center in Beverwijk said.",Health1-1-2
https://nltimes.nl/2022/12/22/dutch-jewish-lobby-group-will-denounce-discriminatory-rhetoric-new-israeli-govt,Dutch Jewish lobby group will denounce discriminatory rhetoric from new Israeli gov't,22 December 2022 - 18:00,"A prominent organization lobbying on behalf of Jewish people and Israelis living in the Netherlands said it firmly stands opposed to discriminatory statements made by unspecified members of the new Israeli government. Though the Center for Information and Documentation on Israel (CIDI) did not state any politicians or political parties by name, newly re-elected prime minister, Benjamin Netanyahu, has formed a coalition between his Likud party and staunch right wing parties, including the ultranationalist far-right Noam party led by Avi Maoz. The coalition was formally presented on Wednesday.The Noam party is known for being opposed to LGBTQ rights, and does not consider non-Orthodox Jewish people to be legitimate, according to the Associated Press. Additionally, the party is against Arabs being allowed to teach Jewish students in school, and women being allowed to serve in the military.Should any coalition parties make discriminatory statements, CIDI said it would speak out against them. ""Our tireless fight against anti-Semitism means that we will firmly reject other forms of hate as well – including, when necessary, in our dealings with representatives of the Israeli government. We will reject inflammatory rhetoric used by some members of the governing coalition,"" CIDI said in a statement. ""This rhetoric is not representative of Israel's democratic values, its role as a homeland for all Jews, and its relentless quest for peace.""Additionally, CIDI called on the new coalition government to promote equality for all citizens of Israel, ""regardless of religion, ethnicity, sexual orientation or gender identity.""Maoz also wants Israeli law to to take on a stricter component of hardline Jewish religious law, according to the BBC. The party campaigned in 2019 with the slogan, ""Israel chooses to be normal,"" calling for an end to gay pride parades, and encouraging women to stay at home and raise a family as their primary contribution to society.Leaders of another key party in the coalition, Religious Zionism, also push for the full annexation of the West Bank.",Politics
https://nltimes.nl/2022/12/22/police-officer-accidentally-shot-suspect-will-tried-culpable-homicide,"Police officer who accidentally shot a suspect will be tried for ""culpable homicide""",22 December 2022 - 17:16,"Prosecutors will pursue a criminal case against a police officer whose gun went off accidentally during an arrest, leaving a 27-year-old man dead at the scene. The incident happened at about 7:15 p.m. on Larixplein in Waalwijk on March 17 when a police tactical team attempted to arrest the man. At the time, police said he was a suspect in an ongoing drug investigation.The Public Prosecution Service (OM) will press a case of culpable homicide against the officer. The OM said in a statement on Thursday that the officer, ""did not act in accordance with the trained procedure for the use of firearms."" This led to the officer's weapon unintentionally discharging, an incident which killed the suspect they tactical team was attempting to take into custody.An investigation was carried out by the Rijksrecherche, which handles independent internal investigations of government offices, including the use of force by police officers. The investigation showed that the police officer did not keep their finger on the pistol slide when aiming the weapon at the suspect, according to the OM.Prosecutors said that police officers are trained to keep their fingers off the trigger in such situations. As such, ""significant blame"" should be placed on the officer for the incident, for not following the proper procedure when drawing a firearm, the OM concluded.The police officer was notified of the OM's decision. The case will be heard by a special courtroom set up by the Midden-Nederland District Court in Utrecht to handle prosecutions of police officers and other commissioned peace officers when they use force while on the job.",Crime
