links,title,time,content,class
https://nltimes.nl/2022/12/24/person-fell-pit-cemetery-utrecht-rescued,Person who fell into a pit at a cemetery in Utrecht was rescued ,24 December 2022 - 14:45,"The person who fell into a deep pit on the Gansstraat in Utrecht on Saturday morning was rescued. The fire brigade as well as the so-called height rescue team, specialized in rescuing people from hard-to-reach places, pulled the fallen person out of the 5-meter deep pit in a cemetery in the Watervogelbuurt in Utrecht. In the strange accident, the person fell into a so-called charnel pit, a collective grave for bones used when the original graves were cleared. According to the Utrecht Security Region, the person has been transferred to an ambulance. The extent of the injuries is not yet known.",1-1-2Weird
https://nltimes.nl/2022/12/24/netherlands-ranks-32-list-best-cuisines-world,The Netherlands ranks 32 on the list of the best cuisines in the world,24 December 2022 - 12:55,"At the end of the year, the TasteAtlas, known as a culinary guide to international cuisine has compiled a list of the Best Cuisines in the World, ranked online by audience votes. There, the Netherlands took 32nd place out of 95, beating Austria, the Mecca of pastries and cakes, which came in 33rd behind the home of the Stroopwafel.Still, the Netherlands couldn't beat Belgium (31st), or even the United Kingdom (29th), which is known more for its changing prime ministers lately than its fine cuisine. Italy, Greece, Spain, Japan and India rounded out the top five, while Iceland, Canada, Latvia, Morocco and Norway were ranked 90 through 95. The ranking also clarified once and for all among food enthusiasts that Parmigiano beats Gouda. However, it is surprising that the Netherlands with its ""traditional cuisine"" made it to 32nd place of the world's top 95 cuisines, as not a single Dutch dish was mentioned on the list of ""100 best traditional dishes in the world in 2022."" It begs the question, for what exactly the Dutch cuisine earned its 32nd place?According to TasteAtlas, the audience voted mainly for two culinary ""taste poles"" of the Dutch, namely cheese and sweet-fatty foods. These included the old classics such as Old Amsterdam cheese, stroopwafels, pancakes and mini-pancakes, specifically pannenkoeken and poffertjes, which were among the top rated Dutch foods. Nonnevot, Hollandse Geitenkaas, a type of goat cheese, were also popular along with traditional Gouda cheese, and suikerbrood, a sweet delight from Friesland.In the category ""Best rated Street food in the World,"" the ever-popular poffertjes were ranked 97th out of 100. The small, round pancakes just barely made the list, beating out the popular Polish potato pancakes ""placki ziemniaczane.”Traditionally, poffertjes are topped with melted butter and powdered sugar, and are said to have originated in a Dutch Abbey. There, they were used as a type of communion host, becoming increasingly popular among churchgoers until they found their place as a sweet snack among the Dutch.Roti calai from Malaysia was the most popular street food, followed by karaage from Japan, and guotie, the pan-fried dumplings from China. In fourth place Are espetos, a type of grilled sardine from Spain, followed by tacos and carnitas from Mexico in fifth and sixth place.The doughy brown sugar Limburg treat, Nonnevot, ranked high on the list of the 50 Best Rated Fried Dough Foods in the World. Dating back centuries, the regional specialty came in at tenth, narrowly beaten by Hungarian Langos. Picarones, a Peruvian ringed doughnut drizzled in cane sugar syrup, took the top spot.Oliebollen, often compared to doughnuts or fritters, came in at 28th on the list. Particularly popular leading up to New Year’s Eve, the balls of dough are fried, and served with powdered sugar. They were pipped in the rankings by Portuguese Malasadas, but just barely beat Melbourne, Australia’s hot jam donuts.According to TasteAtlas, among the most popular dutch dishes are the kroket at number one, followed by the appeltaart, the Dutch style of apple pie. In third place, the audience voted for another sweet delicacy, namely the stroopwafel, followed by the hangover dish, kapsalon. Poffertjes landed in fifth place.TASTEATLAS AWARDS 2022: BEST CUISINESDon't hate us, we just count the ratings. ¯\_(ツ)_/¯https://t.co/PAGoI6vU2T",CultureFood
https://nltimes.nl/2022/12/24/municipalities-developed-60-programs-close-gaps-poor,"Municipalities developed over 60 programs to ""close gaps"" for the poor",24 December 2022 - 11:55,"Dutch municipalities developed more than 60 additional programs to help low-income residents in times of high inflation. The programs serve as a supplementary benefit in addition to government subsidies and social benefits, reported NOS. The aim of this measure was not only to support low-income and the poorest families, but also people in the lower-middle income range, who were also affected by the current economic situation in the Netherlands. Among the 60 programs, different target groups and additional needs were covered. For example, pet owners in Amsterdam were eligible for free veterinary visits. Residents of Echt-Susteren, Limburg, receive a birthday voucher, and in the Zuid-Holland town Zwijndrecht, families were provided 75 euros in dressing allowance per child. In addition, AOW affected people in Capelle aan den IJssel were able to use public transportation for free, according to NOS.Also this year, the municipalities have invested a lot of money in social assistance, even more than in the previous year, because more people had to take advantage of the assistance due to the high inflation and the consequences of the energy crisis. Above all, income support measures were provided by more than 50 Dutch municipalities, which used an income standard in allocating the energy subsidy of 1300 euros, which was more flexible than the usual 120 percent of the social assistance standard, wrote NOS. However, the regulations differ by municipality. Accordingly, the amount and the possibility of income support depend on where people live in the Netherlands. ",Politics
https://nltimes.nl/2022/12/24/two-dead-single-car-crash-oosterwolde-driver-injured,"Two dead after single car crash in Oosterwolde, driver injured",24 December 2022 - 11:00,"In the night from Friday to Saturday, a serious traffic accident occurred near Oosterwolde. On the Weper (N919), a car hit a tree in a curve for unknown reasons. After the impact, the car came to a halt a few meters away and two occupants died as a result of their injuries. The driver was taken to a hospital. According to the police, the single car crash occurred around 00:10 a.m. The two occupants of the car, a 27-year-old man from Steenwijkerland and a 26-year-old man from Veendam were pronounced dead at the scene as the result of injuries suffered in the accident. The driver, a 32-year-old man from Oosterwolde, was injured and taken to a hospital.Police is currently investigating the cause of the accident.",1-1-2
https://nltimes.nl/2022/12/24/new-unit-250-marechaussees-personal-protection-ministers-judges,New unit of 250 Marechaussees for personal protection of ministers and judges,24 December 2022 - 10:01,"250 personnel from the Marechaussee, the branch of the Dutch military that handles border security and other police duties, are to protect more people in the public political sector in the future. The new unit will now also focus on personal security of ministers, judges, public prosecutors and lawyers. The extended protection came about because the Marechaussee was under pressure as more and more people needed to be secured.
This is because threats from terrorist circles, which the Marechaussee say have always existed, were joined by threats from criminal circles, they told KMarMagazine. In addition, increasing unrest in society, for example in connection with Covid-19 and the farmers protests, and a general hardening in society also play a role. Furthermore, the unit can also be deployed abroad if necessary.Currently, the Royal and Diplomatic Security Service of the National Police is still mainly responsible for personal protection at home. The first group of this new unit will begin training in January and will consist of members of the military police themselves. The goal is to train a total of five classes in 2024 and 2025.For this purpose, the Ministry of Justice and Security has earmarked millions of euros for the National Police, the Public Prosecution Service, the NCTV and the Marechaussee to further strengthen the Surveillance and Security system.",Politics
https://nltimes.nl/2022/12/24/independent-npo-committee-will-include-nos-sport-investigations,Independent NPO committee will include NOS Sport in investigations,24 December 2022 - 09:26,"The Omroep Gedrag en Cultuur Onderzoekcommissie (OGCO), which investigates work culture at public tv station NPO, will also include the new reports of alleged misconduct at NOS Sport in its investigation, said a spokesperson on Friday.De Volkskrant wrote on Thursday evening that NOS Sport employees have reported unacceptable behavior in the workplace for 15 years. This concerned ""sexually transgressive behavior, intimidation and bullying.""
Moreover, the newspaper reported, based on sources, that insufficient action was allegedly taken by management.""The investigation covers all relevant organizations and bodies of the national public media service,"" a spokesperson said. ""This also includes NOS Sport."" In general, the investigation includes the Board of Directors of the NPO, the board of broadcasters, the NPO, all broadcasters and service organizations and associations.The committee, led by former Minister Martin van Rijn, will investigate the work culture within the NPO over the next six months. The committee was set up in response to the Volkskrant's publication about alleged abuses in the editorial department of De Wereld Draait Door. Furthermore, former 3FM DJ Sjors Fröhlich, who is now mayor of Vijfheerenlanden in Utrecht, will also be a member of the committee.NOS announced Thursday evening that it would not respond to the revelations in de Volkskrant. The public broadcast previously said that several reports of incidents had been received by the editors of NOS Sport.An external confidential advisor is now taking stock of ""the nature and impact of the signals."" The NOS will then decide whether further steps are needed and whether those steps should be communicated.",BusinessCultureEntertainment
https://nltimes.nl/2022/12/24/new-record-2022-sunniest-year-netherlands,New record: 2022 is sunniest year in the Netherlands,24 December 2022 - 08:38,"The year 2022 was a record-breaking sunny year for the Netherlands, according to Weeronline. For the first time, the limit of 2200 hours of sunshine per year was exceeded. The total number of sunshine hours, including the forecast for the last days of the year, is expected to reach about 2230. The old record dates back to 2003 and was 2099.5 hours. On average, the sun shone for 1773 hours nationwide.It was also the first time that the sun shone for at least 2,000 hours across the country. The least sunny was in Eelde in Drenthe, where about 2050 sunshine hours were measured.The old record here stood at 2041 hours. In Den Helder in Noord-Holland, the sun shone extremely often, nearly 2,400 hours compared to an average of 1,888 hours. ""That means that the sun in the northwest of the country shone 500 hours, or 26 percent more than usual,"" the weather service said.Despite the record number of hours of sunshine in 2022, not all months of the year were that sunny. January, for instance, was gloomier than usual, reported Weeronline. In spring however, the months of March and August contributed significantly to this year's record, with 245 and 289 hours of sunshine, respectively, while 141 and 205 hours are normal.",TechNature
https://nltimes.nl/2022/12/24/self-employed-people-can-benefit-greatly-new-pension-law-says-knab-bank,"Self-employed people can benefit greatly from new pension law, says Knab Bank",24 December 2022 - 08:15,"The pension system overhaul that passed the Tweede Kamer on Thursday night may prove to be highly advantageous for self-employed people and freelancers working in the Netherlands. A wide majority in the Tweede Kamer supported the law, which is meant to modernize the country’s pension system by making it more flexible and more accessible to all adults from the age of 18, while making it easier to accrue a pension almost immediately when starting work.The law will almost certainly help the 1.2 million people who are registered as self-employed with the Dutch Chamber of Commerce. If the bill passes the Eerste Kamer, the upper House of Parliament, it will mean self-employed people can put more money into their personal pension holdings every year with more tax advantages.Self-employed people will be able to earmark a maximum of 30 percent of their profits before paying income tax into their pension. Currently, they can put 13.3 percent of the money earned annually into their pension without paying income tax on the contribution.It means that those whose income place them in the upper tax brackets can contribute 10,000 euros into their pension, but will effectively pay 5,050 euros net to do so because of the tax breaks received, said Oskar Barendse from Knab Bank. “It doesn’t get any cheaper than that. The only condition is that you invest in a third pillar product, like pension savings, investments, or annuity insurance,” he said.Additionally, Barendse noted that pension funds will be able to take on self-employed people with no employees as clients when the new law passes the Eerste Kamer and takes effect in the Netherlands. Already, about a third of self-employed people are expected to save with a pension fund if they gain access to them, Barendse said based on internal research from Knab. “Whether this is wise is highly questionable. Much is still unclear about this part of the plan, as such a fund is often more expensive than if you yourself invest in a pension savings account, for example.”The Tweede Kamer spent dozens of hours debating the complex bill in the run-up to the vote, including separate votes on dozens of amendments earlier in the week. The bill creates a foundation for a new way of handling the national pension assets of about 1.5 trillion euros, which will no longer be handled collectively, but in more individual funds.The new system is meant to be more protective of how people engage in work now, which is often more flexible and changing over the course of a career than in the past. At the same time, the new system may introduce more risk.The ruling coalition parties voted in favor of the law in a roll call vote in the Tweede Kamer, along with left-wing opposition parties GroenLinks and PvdA. Although SGP and Volt also signed on, the left-wing parties will be critical in winning passage in the Eerste Kamer, where the coalition does not have a majority.The composition of the Eerste Kamer will also change next year as it is determined by the results of the provincial elections in May. For that reason, the Cabinet will want to see the bill taken up more quickly after the Christmas and New Year’s recess. Three of the parties in the coalition, VVD, D66 and CDA, are polling much worse now than just after the last Tweede Kamer election in March 2021.",PoliticsBusiness
https://nltimes.nl/2022/12/24/salmonella-may-increase-risk-colon-cancer-research-shows,"Salmonella may increase risk of colon cancer, research shows",24 December 2022 - 07:45,"Infections with the salmonella bacteria can increase the risk of colon cancer, suspect researchers from Leiden University Medical Center (LUMC) and the University of Illinois Chicago. They found that people with colon cancer were more likely to have had mild salmonella infections.The salmonella bacteria can cause abdominal complaints such as diarrhoea, nausea and vomiting. These complaints usually pass after a few days. Every year, 153 million people worldwide get such a mild infection with salmonella.The link between more serious forms of salmonella, such as the variant that causes typhoid, and an increased risk of cancer had already been demonstrated, the researchers explained. But several mild infections, which people hardly notice, can also contribute to the development of cancer. Repeated mild infections makes it more likely that bacteria can enter and manipulate cells.""We also found that several mild infections increased the growth rate of these intestinal tumors,"" said Jacque Neefjes, a professor of chemical immunology at Leiden University.It is difficult to completely avoid salmonella infections because they are common in livestock and food, explained Professor Jun Sun from the University of Illinois Chicago. ""However, exposure to the bacteria can be reduced by good hygiene practices when handling and preparing food.""The study was published in the scientific journal Cell Reports Medicine.",TechNature
https://nltimes.nl/2022/12/24/2-million-fewer-museum-visitors-2021-compared-2020, Over 2 million fewer museum visitors in 2021 compared to 2020,24 December 2022 - 07:14,"Dutch museums saw a further decline in visitor numbers last year, partly due to coronavirus lockdown measures. In 2021, museums attracted 12.3 million visitors, a fall of more than 2 million than a year earlier, the Central Bureau of Statistics (CBS) calculated. Compared to 2019, when Covid-19 first appeared in December, attendance was down 64 percent.Museums were closed for months in most cases due to pandemic restrictions at the beginning and end of 2021. Even when the institutions were allowed to welcome visitors again, measures such as a maximum number of visitors per square meter were in place. Some museums, in the meantime, participated in a trial of COVID-19 Rapid Antigen Tests that allowed them to open earlier, but that involved only a handful of institutions, CBS said.The biggest decline was seen last year among museum-goers from abroad. Whereas in 2019 there were still 10.3 million, in 2021 it was 1.5 million foreign visitors, a drop of more than 85 percent. CBS noted that since the Covid-19 pandemic outbreak, fewer elderly and disabled people have visited museums.As a result of the drop in visitors, museums again suffered significant losses in audience revenue. Last year's total was nearly 99 million, a drop of more than 60 percent compared to 2019. Thanks to government support, most museums ended their fiscal year in the black, according to CBS. In 2021, funding measures totaled more than 145 million euros, in addition to 156 million euros in donations and other private money. In both cases, this was an increase compared to the previous year.",BusinessCultureArtLifestyle
