links,title,time,content,class
https://nltimes.nl/2022/12/26/police-arrest-boy-16-fatal-shooting-17-year-old-amsterdam,"Police arrest boy, 16, in fatal shooting of 17-year-old in Amsterdam",26 December 2022 - 11:45,"Police arrested a 16-year-old Amsterdam boy on Christmas Day who was suspected of being involved in a fatal shooting in Amsterdam-Zuidoost two nights earlier. A 17-year-old boy died from gunshot wounds in the 10:30 p.m. incident on Friday. The victim was also a resident of the capital, police said.The shooting happened in front of a building on Haardtsee. First responders attempted to revive the victim, but he was pronounced dead at the scene.The victim was identified by Het Parool as Roffinho van Suijdam. The newspaper reported that the boy had been the subject of threats as part of an ongoing conflict linked to the drill rap music scene. The 16-year-old in custody was the third person detained by police, but the other two were cleared of suspicion. The teenager was being kept in restricted custody.Suspects in restricted custody are only allowed to communicate with their legal representation.Detectives asked people to come forward with information related to the shooting, or if they have camera images from the area.",Crime
https://nltimes.nl/2022/12/26/three-children-among-seven-hurt-oss-car-crash,Three children among seven hurt in Oss car crash,26 December 2022 - 10:28,"A two-car accident in Oss early Monday morning left seven people injured. Three children in one car were taken from the scene by ambulance, and were hospitalized with serious injuries. Their parents suffered minor injuries, according to Omroep Brabant.Two men in the other vehicle were also treated for minor injuries. They were detained by police, with officers investigating whether the men were under the influence of alcohol or drugs. It was not immediately clear who was the driver.The accident on the Megensebaan, a stretch of the N329, was reported just before 1:20 a.m. It happened near the intersection at Singel 40-45.Emergency services records show that two trauma teams were dispatched to the scene by helicopter, along with ambulances, firefighters, and police.#Oss Vijf gewonden na verkeersongeval Megensebaan - N329 Oss https://t.co/RpGOYFumA7",Crime
https://nltimes.nl/2022/12/26/400-cases-abusive-workplace-behavior-dutch-creative-sector-reported-2022,About 400 cases of abusive workplace behavior in Dutch creative sector reported in 2022,26 December 2022 - 09:28,"MORES, the reporting center for transgressive behavior in the cultural and creative sector, has so far this year received a total of 389 reports about abuse in the entire cultural sector, said MORES board member Amber de Vente on Monday. The number of registered reports in 2021 was just over 50 in total, marking a near seven-fold increase in one year’s time.The number of reports rose sharply after the announcement of the major NPO investigation into the culture of fear and bullying in the media world. The incidents involve both television and radio programs, but also other parts of the cultural sector. The filed reports initially cross the desk of confidential advisors assigned by MORES. De Vente insisted that they do not automatically share those reports with commercial broadcasters or NPO, the organization overseeing public broadcasting in the Netherlands.Those filing reports go directly through the MORES hotline, and are later contacted by a confidential advisor, she explained. ""They listen and tell the reporters what the possible scenarios are. But it what happens with their report is always their own choice. We as a board are completely independent of this and are never aware of the reporters’ personal information.”MORES previously stated that the journalism that shed a light on the culture of fear by the leaders of award-winning television program De Wereld Draait Door (DWDD) was part of the reason that a large stream of stories about the culture of fear in the workplace within the media sector began to surface.The NPO has announced a major investigation into the misconduct behind the scenes of DWDD. MORES has an advisory role in this study. RTL said it has not recently received any reports about misconduct. Talpa was not willing to say whether concrete action has been taken after all the revelations about DWDD.Talpa itself was also embroiled in scandal recently due to unaddressed complaints about sexual misconduct allegations and bullying behavior behind the scenes of The Voice of Holland. Separate from DWDD, NPO broadcaster NOS was also recently in the news because of transgressive behavior at NOS Sport which complainants say went unaddressed for about 15 years.",CrimeBusiness
https://nltimes.nl/2022/12/26/advocacy-groups-praise-king-willem-alexanders-words-slavery,Advocacy groups praise King Willem-Alexander’s words about slavery,26 December 2022 - 08:23,"King Willem-Alexander spoke ""nice words"" in his Christmas speech about the government's apologies for the Kingdom of the Netherlands’ involvement in slavery. His speech was praised by Linda Nooitmeer from NiNsee, the national institute for the history of Dutch slavery, Rabin Baldewsingh, the National Coordinator against Discrimination and Racism, and Dagmar Oudshoorn, the chair of the former Slavery History Dialogue Group.In his Christmas speech, the king followed up on the apologies that Prime Minister Mark Rutte offered on behalf of the government last Monday. “No one now is to blame for the inhumane acts that were perpetrated on the lives of men, women and children,” said the king. “But by honestly facing our shared past and acknowledging the crime against humanity that was slavery, we are laying the foundations for a shared future.” He said the coming commemorative “will hold our attention,” and pledged he and Queen Maxima will “remain involved.”Linda Nooitmeer was impressed by the speech, she said in an initial reaction. ""I thought it was a very nice message. The king referred to the apologies, to the ‘crime against humanity’ and to descendants of people who lived in slavery. He also indicated that the commemoration year in 2023 has the attention of the Royal Family. I was pleased to hear that.""The king's overall message, “Let's keep holding on to each other, even in intense times with strong emotions,” touched Nooitmeer.""It is very important to embrace this history together,” Nooitmeer said.Rabin Baldewsingh found the emotion of the king's words to be noteworthy. ""In the end, this is what it's all about. It was really a very connecting speech."" As an example, Baldewsingh mentions the way in which the king used the impact of the slavery past to call on people to join in and participate. According to the National Coordinator against Discrimination and Racism, it is ""really great"" that the king underlined the apologies that Rutte has previously expressed with his words. ""I am very happy with these connecting words. It came across as very sincere. I think an important foundation has been laid for reconciliation towards the memorial year.""Dagmar Oudshoorn, is the director of Amnesty International Netherlands in addition to having chaired the Slavery History Dialogue Group. Oudshoorn also described the king’s words as being both beautiful and drawing connections. “I think the speech is very important for the descendants of enslaved people."" According to her, the king's words mainly reflected what the advisory body stated in its report 'Chains of the Past'. ""We have a shared past and we must also move towards a shared future.""Next year, from July 1, 2023 to July 1, 2024, will be the Commemoration Year of Slavery Past. Extra attention will be paid to this throughout the kingdom. King Willem-Alexander will be present at a memorial in Amsterdam on July 1, 2023, marking the 1873 total abolition of slavery.",Politics
https://nltimes.nl/2022/12/26/three-killed-one-hurt-rotterdam-car-crash,"Three killed, one hurt in Rotterdam car crash",26 December 2022 - 07:56,"A car crash on Boxing Day morning left at least three people dead in Rotterdam. Rescue workers managed to free a fourth person from the wreckage, and transported them to an area hospital.“Two passenger cars are believed to have collided head-on,” police said on social media. The incident was reported just before 6 a.m. from the Groene Kruisplein, which was then cordoned off during the emergency response and ensuing investigation.Photos from the scene show one car that was completely twisted up from the impact of the crash, which had rolled over onto its side. The front-end of the other vehicle, a five-door Volkswagen compact car, was destroyeded. Airbags appeared to have deployed in that vehicle, with the impact hard enough to dislodge pieces of the engine and transmission from the car.#Rotterdam Teee doden een zwaargewonde bij botsing Kruisplein Rotterdam https://t.co/FpoS4NyRMwEmergency services crews responded quickly to the accident, including a mobile medical team traveling by helicopter. A fire department calamity coordinator was also sent to the scene.Police said a traffic accident analysis team will continue to investigate at the scene on Monday morning to determine what happened.",1-1-2
https://nltimes.nl/2022/12/25/large-fire-breda-apartment-building-extinguished,Large fire in Breda apartment building extinguished,25 December 2022 - 17:05,"A large fire broke out on the fourth floor of an apartment building on Sterrebos in Breda at 4:20 a.m. on the night of Saturday to Sunday. According to the Central and West Brabant Safety Region, a lot of smoke developed. However, the occupant of the apartment was able to leave the building. Shortly before 05:30 a.m., the fire department gave the signal that the fire was under control.According to a spokesperson of the safety region, nothing is yet known about the cause of the fierce but relatively short-lived fire. Firefighters checked all surrounding apartments for smoke and carbon monoxide. The apartments were ventilated and most residents were then able to return to their homes. However, the residents on the third and fourth floor were housed elsewhere.The Central and West Brabant Security Region advised those affected by the smoke to close their windows and doors and turn off the ventilation systems.",1-1-2
https://nltimes.nl/2022/12/25/banks-may-rely-notary-statement-anti-money-laundering-checks,Banks may rely on notary statement for anti-money laundering checks ,25 December 2022 - 16:15,"Banks were relieved of the dilemma of notary accounts in their anti-money laundering checks. When requesting information about accounts held by notaries for clients, banks often ran up against the notaries' duty of confidentiality. It was now agreed that a statement by the notary about his or her own money laundering checks will suffice, reported the Dutch Banking Association (NVB).To combat money laundering or terrorist financing, banks are required to investigate the origin of the money held in client accounts. However, due to the duty of confidentiality, this is difficult in the case of so-called third-party money accounts of notary offices, which contain funds that do not belong to the notary or the office itself.It has now been decided that the bank no longer has to investigate the funds in these third-party accounts itself, but can rely on the statement of these accounts issued by a notary. This solution came about after the NVB consulted with the regulator Nederlandsche Bank and the Ministries of Justice and Security and Finance. Notaries must report each time they issue such a statement to the regulator for their sector, the Financial Supervision Bureau,.It is very important to banks to comply with the legal requirements for combating money laundering. Due to shortcomings in checks for possible criminal money flows, ING and ABN AMRO have already reached settlements of hundreds of millions of euros with the Public Prosecution Service. Earlier this month, it turned out that the Public Prosecution Service also suspected Rabobank of such negligence.",Business
https://nltimes.nl/2022/12/25/shot-26-year-old-man-vlissingen-thrown-car-antwerp,Shot 26-year-old man from Vlissingen thrown out of car in Antwerp,25 December 2022 - 15:25,"A Dutch man with multiple gunshot wounds was found in the center of Antwerp around 06:00 a.m. on Sunday. The 26-year-old man from Vlissingen was thrown out of a car near the Melkmarkt, close to the Grote Markt in the port city.The condition of the victim was listed as critical, said a spokesperson for the Antwerp public prosecutor's office.The driver of the car with Dutch license plates drove off from the scene. The car has since been found near Middelburg and will be examined for evidence, with the help of the Dutch police.Another Dutch man, who was in the company of the victim, was arrested and brought in for questioning. It is still unclear if the man had anything to do with the incident.The public prosecutor's office in Antwerp is leading the investigation.",Crime
https://nltimes.nl/2022/12/25/full-text-english-king-willem-alexanders-2022-christmas-speech,Full text in English of King Willem-Alexander's 2022 Christmas speech,25 December 2022 - 14:27,"NL Times produced an English translation of King Willem-Alexander’s speech on Christmas Day, and also published an article summarizing the key portions of his annual televised address to the people of the Netherlands. It was his tenth such Christmas speech since ascending to the throne in April 2013.Many of you are under a shadow of worry this Christmas. “It's a tough time,” people tell me. Is there enough money to pay the bills now that everything has become so expensive? Where can I finally find a suitable home or a student room? And what about the future of my company?It is also a confrontational time, because isn’t climate change forcing us to make drastic choices? And are we not running up against restrictions in our country with its limited space and conflicting interests? We can feel it in our bones that we can no longer postpone difficult decisions. Patches and emergency bandages no longer help. It has to be different.That confronts us with the question of where we want to go from here. What kind of society do we really want, and how do we hold on to our values ​​- freedom, equality, social justice - on the way to a new stability?Very complicated! I understand the uncertainty that can be felt in many places, the stress and also the anger. It can then be a relief to let off some steam. But we must not get bogged down in scapegoating and cynical criticism or indifference.Democracy does not mean that those who shout the loudest get their way. Democracy means working together on solutions that the majority can identify with while respecting everyone's fundamental rights. This involves careful consideration of all interests.The latter is essential, for example in the relationship between rural and urban areas. It is high time to strengthen the connection. Because what would the Randstad be without the provincial regions? And the provincial regions without the Randstad? We desperately need each other.Let's try – wherever we live – to escape prejudice. Let's make sure we do not lose hold of each other! At least give each other the benefit of the doubt. My call to each and every one of you is: join in, listen in, think along, take part!Sometimes it can help to look outward and draw on the example of others. Like the Ukrainian people who for ten months now have been standing up with incredible courage and unity against the brutal violence by Russia. The promise of Christmas – the hope of peace – lives in all Ukrainian hearts, and in ours.The wisdom of the elderly can also provide inspiration. I am reminded of Gratitude, a short book by neurologist Oliver Sacks, written towards the end of his life. It made him happy to see young, talented people all around him. “The future is in good hands,” he writes.""The future is in good hands."" I'd like to tell him. I meet them everywhere. Young people with ideals and imagination. They feel jointly responsible and are prepared to take the future on their shoulders.There is so much resilience in the young generation! But young people cannot do it alone. They rightly say, “Don't put it all on us. Listen to us, give us space, trust us, help us, but take personal responsibility and live up to it.”We don't always realize it, but we are capable of so much more than we think. I am convinced that we can also successfully conclude very complex problems and heal painful wounds, so that we can move forward together. Even when there are intense emotions involved.An important example of this is the acknowledgment of the suffering inflicted on people during the colonial era.Over the past year, my wife and I have spoken to people of all ages about this topic, including descendants of people who lived in slavery several generations ago. In the upcoming commemorative year, this will keep our focus. We will remain involved.No one now is to blame for the inhumane acts that were perpetrated on the lives of men, women and children. But by honestly facing our shared past and acknowledging the crime against humanity that was slavery, we are laying the foundations for a shared future.A future in which we stand against all contemporary forms of discrimination, exploitation and injustice.The apologies offered by the Cabinet are the beginning of a long road. Let's keep holding on to each other, even in intense times with strong emotions.Marieke Lucas Rijneveld wrote her own poem when, after a fuss, he decided against translating The Hill We Climb after some commotion. It is called Alles bewoonbaar. A combination of empathy, hope and belief in our future together.These are the last lines:Jij wil juist verbroedering, je wil één vuist, en wellicht is je handnu nog niet krachtig genoeg, of moet je eerst die van de ander vastpakken om te verzoenen, moet je daadwerkelijk de hoop voelendat je iets doet wat de wereld zal verbeteren, al moet je dit nietvergeten: kom na het knielen weer overeind en recht samen de rug.I wish you all – wherever you are and whatever your personal circumstances – a blessed Christmas celebration.The poet, Marieke Lucas Rijneveld, who became the first Dutch winner of the International Booker Prize in 2020, was initially asked to translate Amanda Gorman’s poem The Hill We Climb, which she recited at the 2021 inauguration of U.S. President Joe Biden. Instead, Rijneveld composed his own poem, Alles bewoonbaar, or Everything Inhabitable. The portion cited by Willem-Alexander was translated by Michele Hutchinson as:what you want is fraternity, you want one fist, and maybe yourhand isn’t yet powerful enough, or maybe you should first take the handof another in reconciliation, you actively need to feel the hope thatyou are doing something to improve the world, though you mustn’tforget this: stand up again after kneeling and straighten together our backs.An English translation was published by The Guardian.",Politics
https://nltimes.nl/2022/12/25/dutch-king-addresses-slavery-era-injustice-financial-woes-christmas-speech,"Dutch King addresses slavery era, injustice, and financial woes in Christmas speech",25 December 2022 - 13:15,"As in previous years, NL Times produced an English translation of King Willem-Alexander’s 2022 Christmas Address. The speech was recorded in the DNA Salon of the Huis ten Bosch palace in The Hague several days before it was broadcast on December 25.Dutch King Willem-Alexander used his Christmas address on Sunday to discuss why the Netherlands must now face up to its history involving slavery, while also acknowledging people’s fears about money amid a year of exceedingly high inflation and expensive energy bills. The speech of just over six minutes, was more specific than in past years, though also continued with his consistent message of being more accepting and understanding of people’s differences.“Let's try – wherever we live – to escape prejudice. Let's make sure we do not lose each other. At least give each other the benefit of the doubt,” he said. “My call to each of you and each of you is: hook up, listen in, think along, join in.”Along those lines, Willem-Alexander used what was perhaps his most specific Christmas address to call on people to reject “discrimination, exploitation and injustice,” while pledging that he and Queen Maxima will be firmly involved in how the Netherlands addresses the country’s history of slavery. Prime Minister Mark Rutte formally apologized on behalf of the Dutch State for how the Netherlands supported the slave trade, and said Willem-Alexander would take part in a ceremony commemorating the 150th anniversary of the total abolition of slavery in the Kingdom at an event in Amsterdam on July 1.“Over the past year, my wife and I have spoken to people of all ages about this topic, including descendants of people who lived in slavery several generations ago,” Willem-Alexander said. “No one now can be blamed for the inhumane acts that were perpetrated on the lives of men, women and children. But by honestly facing our shared past and acknowledging the crime against humanity that was slavery, we are laying the foundations for a shared future. A future in which we stand against all contemporary forms of discrimination, exploitation and injustice.”He also put special emphasis on how many people in the Netherlands are faced with new worries this Christmas, brought on by a variety of issues the country’s residents were not faced with just one year ago. Willem-Alexander said he knows it is a ""confrontational time,"" where residents are afraid they cannot pay the bills, or afford what they have grown accustomed to in previous years do to the rising cost of living. He also acknowledged the difficulties many people face with housing, including students, and entrepreneurs trying desperately to keep their businesses running.He implored on people not to let the stress and anger boil over in such a way where people lash out at others when blowing off steam. ""But we must not get bogged down in scapegoating and cynical criticism or indifference,"" he said. ""Democracy does not mean that those who shout the loudest get their way. Democracy means working together with respect for everyone's fundamental rights on solutions that the majority can identify with,"" he continued.In light of this, he asked that people continue to join in and participate in society, and to be more accepting of different perspectives and opinions. “Sometimes it can help to look outward and draw on the example of others, like the Ukrainian people who have been standing up against the brutal violence by Russia for ten months now, with incredible courage and unity. The promise of Christmas – the hope of peace – lives in all Ukrainian hearts, and in ours.”The king also spoke in praise of the younger generations of the Netherlands with a reference to neurologist and author Oliver Sacks, who noted “The future is in good hands,” in his book, Gratitude.”I meet them everywhere. Young people with ideals and imagination,” the king said. “They feel jointly responsible and are prepared to take the future on their shoulders.”Early in his speech, Willem Alexander also addressed the questions about climate change and the need to “make drastic decisions” where the country is bumping up against limitations on space and conflicting interests. “We feel it in our bones that we can no longer postpone difficult decisions. Patches and emergency bandages no longer help. It has to be different.”The speech was Willem-Alexander’s tenth Christmas address as King of the Netherlands, a role he took on after his mother, Beatrix, stepped down in April 2013. The speech was recorded in the DNA Salon, a room within his present residence, the Huis ten Bosch Palace.Formerly known as the Green Salon, the DNA Salon was renovated between 2016-2019 to include tens of thousands of bricks. These were placed in such a manner to represent the DNA fragments of members of the royal family who live in the royal palace.",Politics
