links,title,time,content,class
https://nltimes.nl/2023/01/01/17-fireworks-victims-treated-eye-injuries-specialist-hospital,17 fireworks victims being treated for eye injuries at specialist hospital,1 January 2023 - 09:29,"Seventeen victims with eye injuries caused by fireworks were brought to the Rotterdam Eye Hospital during the turn of the year. That number will likely increase during the day, said ophthalmologist Tjeerd de Faber. Additionally, four others were treated at Rotterdam Maasstad Hospital for burns on their faces caused by fireworks explosions.Six people have already undergone surgery. De Faber called it an ""old-fashioned horrific night.”Most fireworks victims were hit by decorative fireworks, according to the ophthalmologist. This involved both people who set off the fireworks themselves and bystanders who were watching. ""People think that decorative fireworks are safer, but that is not the case. The wind in particular played a role last night,” which caused the fireworks to either drift in the air, or shoot off in unexpected directions. “One of the patients was hit when he was 25 meters away,"" explained De Faber.One of the victims is permanently blind in one eye, and six others have permanent injuries. It is still unclear how serious the damage is for the rest, reported De Faber. The number of patients may increase, especially because other hospitals refer patients to the Rotterdam facility.Three years ago during the last turn of the new year before coronavirus restrictions hampered celebrations, the hospital treated eighteen patients with eye injuries caused by fireworks. During the coronavirus years, far fewer eye patients required treatment. On January 1, 2022, the Rotterdam Eye Hospital treated five fireworks victims. None of them required surgery at the time.""We are back to square one. It's a shame that this has to be the price of celebrating New Year's again,"" said De Faber. He has been arguing for years for a permanent nationwide ban on fireworks to prevent eye injuries caused by the explosives.Of the four victims treated at the Rotterdam Maasstad Hospital, one was discharged by 4:30 a.m. on New Year’s Day. Two victims were still in the regular care wards at the facility, and one was in intensive care.The fireworks injuries included burns to hands, face and legs. A spokesperson for the hospital could not reveal the victims’ ages. It was also ""very busy"" in the emergency room, but not abnormally so, she said. The emergency department treated a total of six fireworks victims, four of whom were referred to the burn center.The burn center is one of three national burn centers in the country. The other two are in Beverwijk and Groningen. At the beginning of November, the burn centers in the Netherlands reported there had already been a few dozen child victims of fireworks accidents that involved fireworks meant for use by children, such as fountains and ground bloom flowers, the Dutch Burns Foundation reported.Third-degree burns had occurred in some cases, and surgery was a necessity for several children. ""If victims continue to be added at this rate, we can call it a serious problem,"" said pediatric and burns surgeon Annebeth de Vries of the Red Cross Hospital in Beverwijk at the time.",1-1-2
https://nltimes.nl/2022/12/31/niesters-illusion-think-can-stop-coronavirus,Niesters: Illusion to think you can stop coronavirus,31 December 2022 - 17:10,"Whether it is right for the government to offer travelers from China only a voluntary self-test for the coronavirus, virologist Bert Niesters does not know. ""The virus is coming here, we can't stop it, we don't need to have any illusions about that. But Europe now has a mess of rules, and that's a shame. It makes more sense to have a European approach,"" Niesters argued.Other countries require the presentation of a negative Covid-19 test or vaccination certificate before leaving China. This regulation is in place in the United Kingdom, France, Spain and Italy. Also other countries have taken measures, such as the United States, South Korea, Malaysia, Taiwan, Japan and India. Belgium will discuss the situation next week.The Netherlands however, sticks with the self-test offered and the recommendation to go into isolation in case of a positive result. But Niesters does not know what the right approach is. ""I don't have to do politics. I am already glad that the minister is now speaking out, so that something is being said after all. Because the ministry and RIVM were the only ones you didn't hear from last week.""The Dutch are generally well protected against the coronavirus, according to the virologist. People have built up a high level of protection through vaccination and through one or more infections with Covid-19. ""That helps against serious illness, but it doesn't prevent you from getting infected. And even if it's the omicron variety, you can get reasonably sick from it. We're not worried that there will be a dangerous variant, but who can predict the future?""For Niesters, the big problem is in the numbers. ""The wave in China is huge. Assuming half of the Chinese are infected, we're talking about 700 million people. That's more cases than have been detected worldwide so far. That's not a small peak.""The virologist explained that he is sometimes shocked at the number of people infected on flights from China. In Milan recently, about half of all passengers on some flights from China tested positive. ""If half are (tested) positive, everyone is infected, you can assume that. Because then you can't escape it if you're on a plane with others for 12 hours. But the chance that you won't get infected then is very small.""
That is why, according to Niesters, it is important for China to continue testing for the coronavirus and analyzing test samples to determine which variants are circulating. These so-called sequences should then also be shared by the country with the rest of the world. ""Groningen has also shared more results in recent months. The World Health Organization has asked China to provide more up-to-date information so we can make risk assessments and take effective action.""",Health
https://nltimes.nl/2022/12/31/justice-minister-yesilgoz-crackdown-people-attack-aid-workers-new-years,Justice Minister Yesilgöz: crackdown on people who attack aid workers on New Year’s,31 December 2022 - 16:20,"Justice Minister Dilan Yeşilgöz announced that people who attack rescue workers on New Year's Eve will be ""severely punished."" She warned that New Year's Eve is no exception and that attacks on police officers, firefighters and paramedics could be punished more strictly.Yeşilgöz paid a working visit to the fire department and police in Almere on Saturday. In recent years, rescue workers were regularly attacked during the turn of the year. According to the Justice Minister, there will be transgressions again this year.""There is no excuse for this. The moment you attack an emergency worker who is there for your safety, freedom and health, you should be punished really severely,"" Yeşilgöz told Dutch newspaper Omroep Flevoland. ""Don't harass social workers. Otherwise, you have to face consequences for the rest of your life, because you can also be punished very strictly,"" the minister emphasized. This is the first time in two years that fireworks have been allowed to be set off again. They were banned in the last two New Year's Eve years because of the pandemic. This resulted in fewer arrests and incidents compared to previous years. The ban was intended to relieve the already strained medical care system.However, it is illegal to set off firecrackers and flares. In 12 municipalities, residents are also not allowed to set off fireworks.",Politics
https://nltimes.nl/2022/12/31/national-fireworks-rotterdam-canceled-due-bad-weather,National Fireworks in Rotterdam canceled due to bad weather,31 December 2022 - 15:26,"The National Fireworks at the Erasmus Bridge in Rotterdam are canceled due to stormy weather. This was announced by a spokesperson for the municipality. For a long time it was unclear whether the fireworks could take place in the city center, but due to the weather situation it is too dangerous, the spokesperson said.The National Children's Fireworks on the Holland Amerikakade in Rotterdam, which was scheduled to take place at 6 p.m., was also canceled. Furthermore, the fireworks show at two other locations in the municipality, Hoek van Holland and Nesselande, were also called off. In Hoek van Holland, it was planned to do a show on the beach near Zeeplein and in Nesselande on the Zevenhuizerplas",CultureEntertainment
https://nltimes.nl/2022/12/31/rutte-dutch-bishops-respond-death-pope-emeritus-benedict-xvi,Rutte and Dutch Bishops respond to death of Pope Emeritus Benedict XVI,31 December 2022 - 14:50,"Pope Emeritus Benedict XVI, who died on Saturday, was an ""important spiritual and intellectual leader"" for Catholics, according to Prime Minister Mark Rutte. The German Joseph Aloisius Ratzinger, as he was known by his real name, turned 95.""With the passing of Pope Emeritus Benedict XVI, the Roman Catholic Church and all Catholics worldwide lose an important spiritual and intellectual leader. We remember him with respect,"" the Prime Minister tweeted.Met het overlijden van Paus emeritus Benedictus XVI verliezen de Rooms-Katholieke Kerk en alle katholieken wereldwijd een belangrijk spiritueel en intellectueel leider. We herdenken hem met respect.According to Minister and CDA chairman Wopke Hoekstra (Foreign Affairs), Benedict XVI was committed to promoting peace and strengthening understanding between people of different races, nations and religious backgrounds.Saddened by the passing of former Pope Benedict XVI. He worked hard to promote peace and foster understanding between people of different races, nations and religious backgrounds. My sincere condolences to Catholics around the world and to all who hold him in their hearts.The Dutch bishops are asking to pray for the peace of mind of dead Pope Emeritus Benedict XVI. The call was made by Bishop Hans van den Hende of the Diocese of Rotterdam, chairman of the Dutch Bishops' Conference.According to Van den Hende, love for the Pope Emeritus was the common thread in the social teaching of the Catholic Church. In 2009, he also wrote an encyclical about it titled Caritas in Veritate (Love in Truth). ""For Benedict, faith found its completion in the love of Christ. For him, faith and love belonged together. We can transmit this love from our encounter with Christ,"" Bishop Van den Hende said.In response to the death of the former head of the Catholic Church, Cardinal Wim Eijk said that “Benedict XIV was a true man of God and a pope after Jesus' heart. He was extremely lovable and undeservedly misunderstood by many.” Eijk met Pope Benedict personally and quite frequently when Joseph Ratzinger himself was still a cardinal and prefect of the Congregation for the Doctrine of the Faith. Nevertheless, the years in which Pope Emeritus Benedict XVI led the Roman Catholic Church have been overshadowed by scandals over the sexual abuse of minors by clergy. Before he was elected pope in April 2005, numerous scandals had already emerged in the United States, followed by other countries such as Belgium, the Netherlands and his native country Germany.He was accused of not doing enough about the abuse, even though he spoke to victims in the United States, among other countries, and condemned the abuse on several occasions. Furthermore, Benedict XVI also allegedly covered up clerical misconduct as prefect of the Congregation for the Doctrine of the Faith (1981-2005) and before that as archbishop of Munich.",Culture
https://nltimes.nl/2022/12/31/gas-price-close-price-beginning-year,"Gas price further down, close to price at the beginning of this year",31 December 2022 - 14:00,"Gas became considerably cheaper again on Friday. As a result, the price of fossil fuel has come closer to the price at the beginning of this year. The warm weather this winter means that European gas reserves are still full. As a result, European countries and energy companies are willing to pay less to buy more gas.The price of a megawatt hour of gas on Amsterdam's leading exchange was still above 80 euros at the start of the trading day but fell by around 10 percent by the end of the day. This means that the difference compared with the price at the beginning of the year is around 13 percent. This is despite the fact that the price of gas reached a peak of more than 200 euros per megawatt hour shortly after the Russian invasion of Ukraine.When Russia largely turned off the gas tap this summer, the price of gas rose even further to almost 350 euros per megawatt hour. From then on, European countries bought gas en masse from other countries to meet their obligations, but also to fill their gas storage facilities.In addition to the favorable temperatures, another factor was that more electricity was generated by wind turbines. As a result, less gas was needed to generate electricity.In general, the price of gas is still significantly higher than last summer. In mid-2021, the price was still around 20 euros per megawatt hour.",PoliticsBusiness
https://nltimes.nl/2022/12/31/two-men-amsterdam-suspected-bombing-robberies-arrested-germany,Two men from Amsterdam suspected of bombing robberies arrested in Germany,31 December 2022 - 13:10,"The German police arrested two men, 18 and 24 years old from Amsterdam on Friday. The two young men were suspected of an attempted bomb attack on a Deutsche Bank branch on Hochstraße in Nettetal-Lobberich, just over the border near Venlo. The attack happened at 3:45 a.m. Friday morning, according to police in Nettetal. The explosion damaged the building and the fire department evacuated the residents from the building shortly after.The two fled on a motor scooter after the explosion but crashed during their ride on Niedieckstraße. Police alerted by residents found the 18-year-old Amsterdam man lying injured next to the scooter. He was later arrested and taken to the hospital. The 24-year-old driver of the motor scooter ran off, but because of his injuries called an ambulance to be taken to a hospital. There, he was arrested by the police. Later, the German police found the bag with the suspected loot on Werner-Jäger-Strasse.On Saturday, a German court will decide whether to extend their pre-trial detention.",Crime
https://nltimes.nl/2022/12/31/dutch-football-trainer-sarina-wiegman-gets-royal-honor-england-team,Dutch football trainer Sarina Wiegman gets royal honor with England team,31 December 2022 - 12:20,"Sarina Wiegman received another high honor in England. The 53-year-old Dutch national coach of England's football players, was appointed Commander of the Most Excellent Order of the British Empire (CBE). This is the third highest royal honor.""I am very honored,"" Wiegman said. ""I dedicate this prestigious title to the players, coaching team and everyone in the English League who have worked tirelessly for our joint success. It has been a great year and we are already looking forward to 2023, hopefully we can continue to make England proud.""The four national team football players Leah Williamson, Lucy Bronze, Beth Mead and Ellen White, were presented with lower awards by King Charles. Every year, the British monarch publishes the so-called New Year Honours List, which lists people who have been of great importance to the country in the past year. It was the first time King Charles published this list.Wiegman led England to victory in the finals of the European Championship at home last summer. She was recently named coach of the year at the British Sports Gala. Beth Mead, England's top scorer at the European Championships and the partner of Oranje striker Vivianne Miedema, was the first soccer player to be named Sports Personality of the Year at the gala.",Sports
https://nltimes.nl/2022/12/31/hilversum-amsterdam-cancel-fireworks-show-due-bad-weather-conditions,Hilversum and Amsterdam cancel fireworks show due to bad weather conditions,31 December 2022 - 11:23,"Hilversum canceled two fireworks shows planned for Saturday at 7:30 pm and midnight because of the expected stormy winds. The rest of the New Year's Eve program was also canceled as weather services expect strong wind gusts at the turn of the year. In many cities, a decision will be made on Saturday, sometimes at the last minute, whether or not a fireworks show will take place.The city council decided this on Saturday morning in consultation with the organizers. Mayor Gerhard van der Top was disappointed, but he said there was no other choice. ""It was of course great that after two long years of the pandemic we could again have the traditional central fireworks on the market square to celebrate New Year's Eve together with the people of Hilversum."" However, he thought the risk was too great in the bad weather conditions.""It's disappointing for everyone involved, not least for the residents of Hilversum themselves. But safety comes first,"" the mayor explained. As a result, the center of Hilversum was designated a fireworks-free zone.Earlier, Zoetermeer and Apeldoorn, stopped the planned fireworks shows on New Year's Eve. In The Hague, too, the event on the Hofvijver was canceled because of the weather. In The Hague, the traditional bonfires (Scheveningen and Duindorp) were already lit on Friday as a precaution.
In addition, the fireworks and drone show planned for Saturday evening on the A'DAM Tower in Amsterdam-Noord was canceled due to bad weather, according to the organizers on Saturday. This was decided after consultation with the municipality and others. The organization is looking into whether the event can be rescheduled for another time.",CultureEntertainment
https://nltimes.nl/2022/12/31/eurostar-adjusts-its-timetable-early-january-due-rail-strikes-uk,Eurostar adjusts its timetable in early January due to rail strikes in the UK,31 December 2022 - 10:40,"The Eurostar high-speed train to London will adjust its timetable next week due to rail strikes in the UK. From London to Amsterdam, one train will be removed from the timetable on some days, and the earliest train will depart later from Tuesday to Saturday. In the other direction, the last two trains will be cancelled on most of those days.The adjustments were made because two 48-hour strikes are scheduled in Britain on Tuesday and Friday. The train staff campaigned for higher wages and better working conditions for some time.The RMT union expects 40,000 workers in 14 rail companies to walk off the job in each of the two strikes next week. According to British media, up to 80 percent of all train services in the UK will be cancelled. This would be the biggest train strike since last summer.In addition, the British train drivers will also strike next week. The Aslef union announced that they will strike for 24 hours on Thursday.",BusinessTech
