links,title,time,content,class
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/15/icy-roads-caused-multiple-accidents-code-yellow-nl,Icy roads caused multiple accidents; Code yellow for most of NL,15 December 2022 - 10:40,,TechNature
https://nltimes.nl/2022/12/15/health-services-still-struggling-get-top-scabies-outbreak,Health services still struggling to get on top of scabies outbreak,15 December 2022 - 09:48,,Health
https://nltimes.nl/2022/12/15/dutch-home-prices-drop-3-next-year-still-unaffordable-many-rabobank,Dutch home prices to drop 3% next year; Still unaffordable to many: Rabobank,15 December 2022 - 09:17,,Business
https://nltimes.nl/2022/12/15/dutch-deputy-pm-heading-suriname-discuss-slavery-apologies-court-case-today,Dutch Deputy PM heading to Suriname to discuss slavery apologies; Court case today,15 December 2022 - 08:48,,Politics
https://nltimes.nl/2022/12/15/parliament-greenlights-energy-price-cap-despite-many-concerns,"Parliament greenlights energy price cap, despite many concerns",15 December 2022 - 08:05,,Politics
https://nltimes.nl/2022/12/15/nineteen-arrested-morocco-world-cup-loss,Nineteen arrested after Morocco World Cup loss,15 December 2022 - 07:33,,Sports
https://nltimes.nl/2022/12/15/woman-pressing-charges-amsterdam-student-association-misogynistic-speeches,Woman pressing charges against Amsterdam student association over misogynistic speeches,15 December 2022 - 07:00,,CrimeCultureEntertainmentWeird
https://nltimes.nl/2022/12/14/morocco-fans-thank-police-hague-world-cup-loss-riot-police-rotterdam-amsterdam,"Morocco fans thank police in The Hague after World Cup loss; Riot police in Rotterdam, Amsterdam",14 December 2022 - 23:45,,1-1-2Sports
https://nltimes.nl/2022/12/14/amsterdam-offering-free-public-transport-people-lower-incomes,Amsterdam offering free public transport for people with lower incomes,14 December 2022 - 20:15,,PoliticsBusiness
https://nltimes.nl/2022/12/14/trains-schiphol-cancelled-2-hours-signal-failure,Trains to & from Schiphol cancelled for 2 hours over signal failure,14 December 2022 - 19:48,,Business
https://nltimes.nl/2022/12/14/stem-cell-transplants-covered-basic-health-insurance-ms-patients,Stem cell transplants to be covered in basic health insurance for some MS patients,14 December 2022 - 19:06,,HealthTechInnovation
https://nltimes.nl/2022/12/14/grid-operators-wont-cut-non-payers-gas-electricity-cold,"Grid operators won't cut non-payers gas, electricity in the cold",14 December 2022 - 16:30,,BusinessTechNature
https://nltimes.nl/2022/12/14/amsterdam-man-get-33-months-threatening-dutch-pm-inciting-terrorist-crime,"Amsterdam man could get 33 months for threatening Dutch PM, inciting terrorist crime",14 December 2022 - 15:40,,Crime
https://nltimes.nl/2022/12/14/ns-prorail-looking-ideas-make-stations-lively,NS and ProRail looking for ideas to make stations more lively,14 December 2022 - 14:50,,Business
https://nltimes.nl/2022/12/14/covid-cost-around-219000-healthy-life-years-2021-rivm,"Covid cost around 219,000 healthy life years in 2021: RIVM",14 December 2022 - 14:00,,Health
https://nltimes.nl/2022/12/14/ban-assisted-suicide-european-convention-human-rights-court-rules,"Ban on assisted suicide not against European Convention on Human Rights, court rules",14 December 2022 - 13:10,,Health
https://nltimes.nl/2022/12/14/netherlands-cant-live-court-ruling-improve-asylum-shelter-state-sec,Netherlands can't live up to court ruling to improve asylum shelter: State Sec.,14 December 2022 - 12:20,,Politics
https://nltimes.nl/2022/12/14/medicine-shortage-possible-leiden-manufacturers-bankruptcy-health-minister,Medicine shortage possible after Leiden manufacturer's bankruptcy: Health Minister,14 December 2022 - 11:30,,HealthBusiness
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/14/noord-brabant-families-likely-multiple-members-linked-drug-crimes,Noord-Brabant families most likely to have multiple members linked to drug crimes,14 December 2022 - 10:40,,Crime
https://nltimes.nl/2022/12/14/first-severe-frost-season-measured-eelde-first-skating-marathon-friesland,First severe frost of the season measured in Eelde; First skating marathon in Friesland,14 December 2022 - 09:48,,TechNature
https://nltimes.nl/2022/12/14/netherlands-residents-mental-health-complaints-climb-record-high,Netherlands residents with mental health complaints climb to record high,14 December 2022 - 09:14,,Health
https://nltimes.nl/2022/12/14/netherlands-dipping-gas-reserves-cold-days-increase-consumption,Netherlands dipping into gas reserves as cold days increase consumption,14 December 2022 - 08:42,,Business
https://nltimes.nl/2022/12/14/young-people-often-involved-fraud-cybercrime,Young people more often involved in fraud and cybercrime,14 December 2022 - 08:03,,Crime
https://nltimes.nl/2022/12/14/dutch-pm-concerned-allegations-corruption-european-parliament,"Dutch PM ""very concerned"" by allegations of corruption in European Parliament",14 December 2022 - 07:33,,CrimePolitics
https://nltimes.nl/2022/12/14/police-release-men-found-dead-body-police-rule-incident-fatal-atv-accident,Police release men found with dead body; Police rule incident a fatal ATV accident,14 December 2022 - 07:00,,Crime
https://nltimes.nl/2022/12/13/take-claims-nuclear-fusion-breakthroughs-grain-salt-dutch-expert-says,"Take claims of nuclear fusion breakthroughs with a grain of salt, Dutch expert says",13 December 2022 - 20:50,,TechScience
https://nltimes.nl/2022/12/13/cabinet-almost-certain-apologize-dutch-history-slavery-19-december,Cabinet almost certain to apologize for Dutch history of slavery on 19 December,13 December 2022 - 19:49,,Politics
https://nltimes.nl/2022/12/13/dutch-covid-hospital-total-holds-500-fewer-20-icu-infections-low,Dutch Covid hospital total holds below 500 with fewer than 20 in the ICU; Infections low,13 December 2022 - 19:20,,Health
https://nltimes.nl/2022/12/13/parliament-security-details-extensive-allegations-misconduct-far-right-fvd,Parliament security details extensive allegations of misconduct by far-right FvD,13 December 2022 - 19:10,,PoliticsWeird
https://nltimes.nl/2022/12/13/conspiracy-theorist-micha-kat-remain-pre-trial-detention-now,Conspiracy theorist Micha Kat to remain in pre-trial detention for now,13 December 2022 - 18:20,,CrimeWeird
https://nltimes.nl/2022/12/13/netherlands-record-its-first-official-ice-day-winter-today,Netherlands to record its first official “ice day” this winter today,13 December 2022 - 17:30,,TechNature
https://nltimes.nl/2022/12/13/acquittal-requested-7-eindhoven-terrorism-suspects-prison-demanded-2,Acquittal requested for 7 Eindhoven terrorism suspects; Prison demanded for other 2,13 December 2022 - 16:40,,Crime
https://nltimes.nl/2022/12/13/goal-reduce-schiphol-flight-movements-440000-next-year-unfeasible-minister,"Goal to reduce Schiphol flight movements to 440,000 next year unfeasible: Minister",13 December 2022 - 15:50,,Business
https://nltimes.nl/2022/12/13/migrant-workers-working-netherlands-found-living-squalor-germany,Migrant workers working in Netherlands found living in squalor Germany,13 December 2022 - 15:00,,Crime
https://nltimes.nl/2022/12/13/primary-school-teacher-shortage-increases-9700-one-ten-vacancies-unfilled,"Primary school teacher shortage increases to 9,700; One in ten vacancies unfilled",13 December 2022 - 14:10,,Business
https://nltimes.nl/2022/12/13/public-screenings-morocco-world-cup-match-large-dutch-cities-riots,No public screenings of Morocco World Cup match in large Dutch cities after riots,13 December 2022 - 13:20,,Sports
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/13/many-fireworks-sellers-closing-shop-netherlands,Many fireworks sellers closing up shop in the Netherlands,13 December 2022 - 12:30,,Business
https://nltimes.nl/2022/12/13/dutch-government-increases-childcare-allowance-cover-rising-costs,Dutch government increases childcare allowance to cover rising costs,13 December 2022 - 11:40,,Politics
https://nltimes.nl/2022/12/13/natural-ice-rinks-opening-across-country-skating-open-water-unlikely-week,Natural ice rinks opening across the country; Skating on open water unlikely this week,13 December 2022 - 10:50,,TechNatureCultureEntertainment
https://nltimes.nl/2022/12/13/energy-inefficient-homes-heemstede-bloemendaal,"Most energy inefficient homes in Heemstede, Bloemendaal",13 December 2022 - 09:59,,Business
https://nltimes.nl/2022/12/13/health-insurance-premiums-increased-61-since-introduction-healthcare-system,Health insurance premiums increased 61% since introduction of healthcare system,13 December 2022 - 09:27,,HealthBusiness
https://nltimes.nl/2022/12/13/police-dont-recognize-criminal-exploitation-victims-perpetrators-go-free-report,Police don't recognize criminal exploitation victims while perpetrators go free: report,13 December 2022 - 08:53,,Crime
https://nltimes.nl/2022/12/13/minister-apologize-racism-foreign-affairs-asks-victims-come-forward,Minister to apologize for racism at Foreign Affairs; Asks victims to come forward,13 December 2022 - 08:12,,CrimePolitics
https://nltimes.nl/2022/12/13/icy-roads-fog-cause-difficult-rush-hour-morning,"Icy roads, fog to cause difficult rush hour this morning",13 December 2022 - 07:39,,TechNature
https://nltimes.nl/2022/12/12/fifa-sends-home-referee-oranje-vs-argentina-world-cup-match,FIFA sends home referee from Oranje vs. Argentina World Cup match,12 December 2022 - 20:00,,Sports
https://nltimes.nl/2022/12/12/officials-childcare-benefits-scandal-investigated-lying-parliament-committee,Officials in childcare benefits scandal investigated for lying to Parliament committee,12 December 2022 - 18:12,,CrimePolitics
https://nltimes.nl/2022/12/12/scooter-rider-20-killed-cyclist-injured-amsterdam-hit-run,"Scooter rider, 20, killed, cyclist injured in Amsterdam hit-and-run",12 December 2022 - 18:04,,Crime
https://nltimes.nl/2022/12/12/dutch-footballer-suspected-attempted-murder-applies-russian-citizenship,Dutch footballer suspected of attempted murder applies for Russian citizenship,12 December 2022 - 17:15,,Crime
https://nltimes.nl/2022/12/12/extensive-racism-uncovered-within-dutch-ministry-foreign-affairs,Extensive racism uncovered within Dutch Ministry of Foreign Affairs,12 December 2022 - 16:22,,Politics
https://nltimes.nl/2022/12/12/bankruptcies-two-years-still-pre-covid-levels,Most bankruptcies in over two years; Still below pre-Covid levels,12 December 2022 - 15:35,,Business
https://nltimes.nl/2022/12/12/dutch-man-stabs-four-cops-biarritz-airport-france,Dutch man stabs four cops at  Biarritz airport in France,12 December 2022 - 14:45,,Crime
https://nltimes.nl/2022/12/12/crane-collapses-building-construction-utrecht-2-hurt,Crane collapses on building under construction in Utrecht; 2 hurt,12 December 2022 - 14:01,,1-1-2
https://nltimes.nl/2022/12/12/amsterdam-daycare-supervisor-showed-children-horror-films-mocked-scared,"Amsterdam daycare supervisor showed children horror films, mocked them for being scared",12 December 2022 - 13:02,,Crime
https://nltimes.nl/2022/12/12/dutch-employers-worried-staff-shortages-higher-work-pressure-2023,"Dutch employers worried about staff shortages, higher work pressure in 2023",12 December 2022 - 12:15,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/12/two-thirds-employers-giving-high-inflation-bonuses-help-workers,Two-thirds of employers giving high inflation bonuses to help workers,12 December 2022 - 11:25,,Business
https://nltimes.nl/2022/12/12/amsterdam-toughens-stance-souvenir-shops-suspected-money-laundering,Amsterdam toughens stance against souvenir shops suspected of money laundering,12 December 2022 - 10:35,,Crime
https://nltimes.nl/2022/12/12/two-held-fatal-quad-bike-accident-men-may-moved-victims-body,Two held in fatal quad bike accident; Men may have moved victim’s body,12 December 2022 - 09:45,,Crime1-1-2
https://nltimes.nl/2022/12/12/dutch-musician-afrojack-cleared-tax-fraud-investigation,Dutch musician Afrojack cleared in tax fraud investigation,12 December 2022 - 09:15,,CrimeCultureEntertainment
https://nltimes.nl/2022/12/12/dozens-mps-dont-report-ancillary-income,Dozens of MPs don't report their ancillary income ,12 December 2022 - 08:37,,Politics
https://nltimes.nl/2022/12/12/high-school-students-2-4-hours-canceled-lessons-per-week,High school students have 2 to 4 hours of canceled lessons per week,12 December 2022 - 08:07,,Business
https://nltimes.nl/2022/12/12/icy-roads-causing-dangerous-driving-conditions-parts-netherlands-code-yellow,Icy roads causing dangerous driving conditions in parts of Netherlands: Code Yellow,12 December 2022 - 07:35,,TechNature
https://nltimes.nl/2022/12/11/kaag-will-travel-suriname-talks-slavery-history,Kaag will travel to Suriname for talks about slavery history ,11 December 2022 - 16:40,,Politics
https://nltimes.nl/2022/12/11/microsoft-removes-hundreds-dutch-accounts-without-explanation,Microsoft removes hundreds of Dutch accounts without explanation,11 December 2022 - 15:46,,Tech
https://nltimes.nl/2022/12/11/largest-christmas-tree-country-lights-holiday,Largest “Christmas tree” in the country lights up for the holiday,11 December 2022 - 14:50,,CultureEntertainment
https://nltimes.nl/2022/12/11/asian-elephants-netherlands-well-washington-dc,Asian elephants from the Netherlands are doing well in Washington D.C.,11 December 2022 - 13:57,,TechNature
https://nltimes.nl/2022/12/11/christmas-tree-sellers-experience-peak-crowds-just-like-last-weekend,"Christmas tree sellers experience peak crowds, just like last weekend",11 December 2022 - 12:45,,BusinessCultureLifestyle
https://nltimes.nl/2022/12/11/next-weeks-four-day-regional-rail-strike-table-now,Next week’s four day regional rail strike off the table for now,11 December 2022 - 11:55,,BusinessTech
https://nltimes.nl/2022/12/11/cabinet-accept-demands-slavery-apologies,Cabinet does not accept all demands for slavery apologies,11 December 2022 - 11:00,,Politics
https://nltimes.nl/2022/12/11/klm-passenger-didnt-know-pregnant-gives-birth-flight-ecuador,"KLM passenger didn’t know she was pregnant, gives birth on flight from Ecuador",11 December 2022 - 09:46,,HealthCultureEntertainmentWeird
https://nltimes.nl/2022/12/11/new-national-ns-timetable-comes-effect-today-flevoland-route-finally-reopens,New national NS timetable comes into effect today; Flevoland route finally reopens,11 December 2022 - 09:08,,BusinessTech
https://nltimes.nl/2022/12/11/dozens-arrests-several-dutch-cities-morocco-win-world-cup,Dozens of arrests in several Dutch cities after Morocco win at the World Cup,11 December 2022 - 08:33,,Crime
https://nltimes.nl/2022/12/11/netherlands-still-losing-forests-faster-planting,Netherlands still losing forests faster than planting them,11 December 2022 - 08:15,,TechNature
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/11/popularity-dutch-first-names-now-able-traced-back-1790,The popularity of Dutch first names now able to be traced back to 1790,11 December 2022 - 07:45,,TechNatureCulture
https://nltimes.nl/2022/12/11/dutch-studies-link-differences-intestinal-flora-depressive-symptoms,Dutch studies link differences in intestinal flora to depressive symptoms,11 December 2022 - 07:15,,HealthTechScience
https://nltimes.nl/2022/12/10/riot-police-break-morocco-football-victory-parties-fans-become-violent,Riot police break up Morocco football victory parties after some fans become violent,10 December 2022 - 21:36,,CrimeSports
https://nltimes.nl/2022/12/10/largely-festive-dutch-cities-morocco-topples-portugal-riot-police-intervene-hague,Largely festive in Dutch cities after Morocco topples Portugal; Riot police intervene in The Hague,10 December 2022 - 19:05,,1-1-2Sports
https://nltimes.nl/2022/12/10/flemish-energy-minister-wants-invest-dutch-nuclear-power-plants,Flemish energy minister wants to invest in Dutch nuclear power plants,10 December 2022 - 17:40,,PoliticsTechNature
https://nltimes.nl/2022/12/10/reports-sexual-violence-victim-support-year,More reports of sexual violence to Victim Support this year,10 December 2022 - 16:50,,Health
https://nltimes.nl/2022/12/10/ziyechs-mosque-former-football-club-rallying-morocco-win-portugal,"Ziyech’s mosque, former football club rallying for Morocco win over Portugal",10 December 2022 - 16:03,,Sports
https://nltimes.nl/2022/12/10/kings-day-2023-theme-kings-queens,King's Day 2023 theme: 'We are all kings & queens,10 December 2022 - 15:05,,CultureLifestyle
https://nltimes.nl/2022/12/10/dutch-toddler-kidnapped-father-2004-found-living-libya,Dutch toddler kidnapped by her father in 2004 found living in Libya,10 December 2022 - 14:11,,CrimeWeird
https://nltimes.nl/2022/12/10/chance-skating-natural-ice-increasing-due-cold-weather,Chance of skating on natural ice is increasing due to cold weather,10 December 2022 - 12:30,,TechNature
https://nltimes.nl/2022/12/10/dutch-computer-chips-found-iranian-killer-drones-used-war-ukraine,Dutch computer chips found in Iranian killer drones used in the war in Ukraine,10 December 2022 - 11:40,,Politics
https://nltimes.nl/2022/12/10/rutte-deleted-text-messages-hugo-de-jonge-early-pandemic-response,Rutte deleted text messages with Hugo de Jonge during the early pandemic response,10 December 2022 - 10:31,,Politics
https://nltimes.nl/2022/12/10/dutch-rapper-boechi-killed-drive-shooting-curacao,Dutch rapper Boechi killed in drive-by shooting in Curaçao,10 December 2022 - 09:28,,CrimeCulture
https://nltimes.nl/2022/12/10/journalists-around-world-praise-thrilling-emotional-match-oranje-argentina,"Journalists around the world praise thrilling, emotional match between Oranje, Argentina",10 December 2022 - 09:22,,Sports
https://nltimes.nl/2022/12/10/dutch-economic-growth-2023-will-minor-says-ing,"Dutch economic growth in 2023 will be minor, says ING",10 December 2022 - 08:15,,Business
https://nltimes.nl/2022/12/10/large-employers-insist-workers-take-trains-planes-business-trips-london,"Large employers insist workers take trains, not planes, for business trips to London",10 December 2022 - 07:45,,Business
https://nltimes.nl/2022/12/10/small-mid-sized-dutch-businesses-go-bust,More small and mid-sized Dutch businesses go bust,10 December 2022 - 07:15,,Business
https://nltimes.nl/2022/12/09/argentina-crushes-oranjes-world-cup-dreams-penalties,Argentina again crushes Oranje’s World Cup dreams on penalties,9 December 2022 - 21:56,,Sports
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/09/italian-drug-lord-raffaele-imperiale-linked-dutch-criminals-now-cooperating-witness,"Italian drug lord Raffaele Imperiale, linked to Dutch criminals, now a cooperating witness",9 December 2022 - 20:35,,Crime
https://nltimes.nl/2022/12/09/dutch-cabinet-ban-unhealthy-food-ads-targeting-children-plan-fight-obesity,Dutch Cabinet to ban unhealthy food ads targeting children in plan to fight obesity,9 December 2022 - 19:42,,HealthPoliticsBusiness
https://nltimes.nl/2022/12/09/oranje-looks-extend-20-game-unbeaten-streak-argentina-croatia-shocks-brazil,Oranje looks to extend 20-game unbeaten streak against Argentina; Croatia shocks Brazil,9 December 2022 - 18:56,,Sports
https://nltimes.nl/2022/12/09/dutch-state-defends-decision-impose-entry-ban-conspiracy-theorist-david-icke,Dutch State defends decision to impose entry ban on conspiracy theorist David Icke,9 December 2022 - 18:35,,CrimePolitics
https://nltimes.nl/2022/12/09/two-bystanders-shot-rotterdam-resident-contractor-fight-unpaid-bills,Two bystanders shot in Rotterdam after resident & contractor fight over unpaid bills,9 December 2022 - 17:44,,CrimeWeird
https://nltimes.nl/2022/12/09/two-new-nuclear-power-plants-land-borssele-maasvlakte-possibility,"Two new nuclear power plants could land in Borssele, but Maasvlakte is a possibility",9 December 2022 - 17:00,,PoliticsBusinessTechInnovation
https://nltimes.nl/2022/12/09/new-dutch-system-will-force-creation-affordable-mid-market-rental-apartments,New Dutch system will force creation of affordable mid-market rental apartments,9 December 2022 - 16:35,,PoliticsBusiness
https://nltimes.nl/2022/12/09/imf-gloomy-stagnating-dutch-economy-prices-continue-rise-sharply,IMF gloomy about stagnating Dutch economy; Prices continue to rise sharply,9 December 2022 - 15:18,,Business
https://nltimes.nl/2022/12/09/consistent-cold-brings-growing-chance-natural-ice-skating-netherlands,Consistent cold brings growing chance of natural ice skating in the Netherlands,9 December 2022 - 14:30,,TechNature
https://nltimes.nl/2022/12/09/tiktok-pledges-comply-dutch-european-data-privacy-rules-says-state-secretary,"TikTok pledges to comply with Dutch & European data privacy rules, says state secretary",9 December 2022 - 13:45,,PoliticsBusinessCultureEntertainment
https://nltimes.nl/2022/12/09/anti-cheating-webcam-software-may-discriminated-based-skin-color,Anti-cheating webcam software may have discriminated based on skin color,9 December 2022 - 13:10,,BusinessTechInnovation
https://nltimes.nl/2022/12/09/proof-jihadists-took-money-meant-syrian-rebel-factions-despite-major-risks,"No proof jihadists took money meant for Syrian rebel factions, despite ""major risks""",9 December 2022 - 11:50,,Politics
https://nltimes.nl/2022/12/09/rabobank-supermarket-prices-will-rise-coming-months,Rabobank: Supermarket prices will rise further in the coming months,9 December 2022 - 11:17,,Business
https://nltimes.nl/2022/12/09/ice-forces-cancellation-trains-around-amsterdam-utrecht,Ice forces cancellation of trains in and around Amsterdam & Utrecht,9 December 2022 - 10:14,,1-1-2Business
https://nltimes.nl/2022/12/09/amsterdam-drop-city-speed-limit-30-kmh-80-roadways,Amsterdam to drop city speed limit to 30 km/h on 80% of roadways,9 December 2022 - 09:41,,Politics
https://nltimes.nl/2022/12/09/red-cross-hundreds-host-families-needed-take-care-ukrainian-refugees,Red Cross: Hundreds of host families needed to take care of Ukrainian refugees ,9 December 2022 - 09:00,,HealthPolitics
https://nltimes.nl/2022/12/09/students-teachers-dress-purple-rainbows-purple-friday,Students and teachers dress up in purple and rainbows for Purple Friday,9 December 2022 - 08:30,,Politics
https://nltimes.nl/2022/12/09/surinamese-foundations-file-lawsuit-prevent-rushed-apology-slavery-past,Surinamese foundations file lawsuit to prevent rushed apology for slavery past,9 December 2022 - 07:57,,Politics
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/09/dutch-home-sales-prices-will-fall-25-percent-next-year-says-ing,"Dutch home sales prices will fall by 2.5 percent next year, says ING",9 December 2022 - 07:30,,Business
https://nltimes.nl/2022/12/09/three-arrests-explosive-material-found-car-breda,Three arrests after explosive material was found in a car in Breda,9 December 2022 - 07:00,,Crime
https://nltimes.nl/2022/12/08/belgian-man-74-shot-womans-home-dies-injuries-handyman-77-custody,"Belgian man, 74, shot in woman’s home, dies from injuries; Handyman, 77, in custody",8 December 2022 - 21:00,,Crime
https://nltimes.nl/2022/12/08/nijmegen-father-suspected-sexually-abusing-daughters-videos-shared-online,Nijmegen father suspected of sexually abusing his daughters in videos shared online,8 December 2022 - 20:10,,Crime
https://nltimes.nl/2022/12/08/schiphol-already-spent-eu16-million-buying-nitrogen-emissions-rights-farmers,Schiphol has already spent €16 million buying nitrogen emissions rights from farmers,8 December 2022 - 19:20,,Business
https://nltimes.nl/2022/12/08/rotterdam-mayor-wont-create-state-siege-moroccos-next-world-cup-match,Rotterdam mayor won’t create a “state of siege” during Morocco’s next World Cup match,8 December 2022 - 18:30,,CrimePoliticsSports
https://nltimes.nl/2022/12/08/dutch-slavery-apologies-certain-19-december-rutte-says-date-will-meaningful,Dutch slavery apologies not certain for 19 December; Rutte says date will be “meaningful”,8 December 2022 - 16:49,,Politics
https://nltimes.nl/2022/12/08/van-gaal-oranje-real-start-world-cup,"Van Gaal: For Oranje, this is the real start to the World Cup",8 December 2022 - 15:09,,Sports
https://nltimes.nl/2022/12/08/aruban-baseball-player-xander-bogaerts-reportedly-signs-280-million-contract,Aruban baseball player Xander Bogaerts reportedly signs $280 million contract,8 December 2022 - 14:30,,Sports
https://nltimes.nl/2022/12/08/research-shows-limburg-municipalities-vulnerable-organized-crime,Research shows Limburg municipalities most vulnerable to organized crime,8 December 2022 - 13:40,,Crime
https://nltimes.nl/2022/12/08/dutch-govt-drop-migration-complaints-end-bulgaria-blockade-says-eu-commissioner,"Dutch gov’t should drop migration complaints, end Bulgaria blockade, says EU commissioner",8 December 2022 - 12:50,,Politics
https://nltimes.nl/2022/12/08/slowest-growth-number-female-professors-dutch-universities-five-years,Slowest growth in number of female professors at Dutch universities in five years,8 December 2022 - 12:00,,PoliticsCulture
https://nltimes.nl/2022/12/08/amsterdam-families-may-soon-find-even-greater-shortages-adequate-affordable-housing,Amsterdam families may soon find even greater shortages of adequate affordable housing,8 December 2022 - 11:10,,PoliticsBusiness
https://nltimes.nl/2022/12/08/temps-set-get-colder-falling-low-6-degrees-snow-harder-predict,"Temps set to get colder, falling as low as -6 degrees; Snow harder to predict",8 December 2022 - 10:40,,TechNature
https://nltimes.nl/2022/12/08/dutch-debt-registry-wants-ability-share-mortgage-data-finance-providers,Dutch debt registry wants ability to share all mortgage data with all finance providers,8 December 2022 - 09:15,,Business
https://nltimes.nl/2022/12/08/dutch-stats-office-annual-inflation-fell-99-percent-last-month-143-percent,Dutch stats office: Annual inflation fell to 9.9 percent last month from 14.3 percent,8 December 2022 - 08:44,,Business
https://nltimes.nl/2022/12/08/formula-1-will-return-zandvoort-2024-2025-dutch-grand-prix,Formula 1 will return to Zandvoort for 2024 and 2025 Dutch Grand Prix,8 December 2022 - 08:16,,Sports
https://nltimes.nl/2022/12/08/remains-fetus-found-water-near-rotterdam-port,Remains of fetus found in water near Rotterdam port,8 December 2022 - 07:50,,Crime
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/08/postnl-workers-preparing-labor-actions-contract-talks-stall,PostNL workers preparing labor actions as contract talks stall,8 December 2022 - 07:23,,Business
https://nltimes.nl/2022/12/07/queen-sits-atop-years-top-2000-19th-time-coldplay-rises-5,Queen sits atop this year's Top 2000 for 19th time; Coldplay rises to #5,7 December 2022 - 20:55,,CultureEntertainment
https://nltimes.nl/2022/12/07/criminal-investigation-launched-rabobank-money-laundering,Criminal investigation launched against Rabobank for money laundering,7 December 2022 - 20:05,,CrimeBusiness
https://nltimes.nl/2022/12/07/dutch-cabinet-will-continue-limit-refugee-family-reunification-despite-court-ruling,Dutch Cabinet will continue to limit refugee family reunification despite court ruling,7 December 2022 - 19:15,,Politics
